CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	SENSES	LINE_IN_SOURCE
501	LIFT	lift (V)	to take;top;to put;to prop;wide	3563
1052	LIGHT (WEIGHT)	light in weight	light	3572
1654	LIGHTNING	lightning	to burn;to shine;white	3577
1117	LIKE	like	similar;together;two;to follow;face	3578
2540	LIME (MATERIAL)	lime	dirt	3583
366	LIMP	limp	lame;slow;soft	3586
1048	LINE	line	edge;road;shape;to write;to scrape;shore;rope;spot	3590
916	LINEN	linen	cloth	3593
478	LIP	lip	nose;mouth;to eat;mushroom;cheek;face	3596
58	LIQUID	liquid	wet;liquid	3597
842	LIQUOR	liquor	beer;to flow;to drink	3599
1608	LISTEN	listen (V)	to hear;to know;to speak	3602
1246	SMALL	little	little;thin;child	3608
1224	LIVER	liver	liver;belly	3613
631	LIVESTOCK	livestock	debt	3614
632	LIZARD	lizard	lizard;worm;snake;fish	3616
3669	LOAD (SOMETHING)	load (V)	back;to carry	3618
1596	LOCK	lock (V)	obstacle	3630
810	LOCUST	locust	insect;worm	3631
1803	WOOD	log	stick;tree	3635
187	LOIN	loins	body;liver;foot	3636
1203	LONG	long	far;high;long;to stand;wide;big	3639
3473	LONG (FOR SOMETHING)	long for (V)	to love;to want	3641
1819	LOOK	look at (V)	to see	3649
253	CARE FOR	look after (V)	to love;to guard;to think	3647
1468	LOOK FOR	search for (V)	to search;to want	5332
2506	LOOSE	slack	soft;free;silly;to tire	5594
1933	LOOSEN	loose (V)	free	3658
3153	LORD	lord	relative;host;to praise;head;person	3664
3072	MISPLACE	lose (V)	grave;to drive;thief;to bend;to tire;bad;to deceive;to stay;free	3665
3667	LOST	lost	grave;to drive;thief;to bend;to tire;bad;to deceive;to stay;free	3679
2359	LOTUS	lotus	flower	3681
377	LOUD	loud	noise;to speak	3682
1392	LOUSE	louse	louse;nit;insect;flea	3684
923	LOVE	love	to love;beautiful	3686
2233	LOVELY	lovely	to love	3688
721	LOW	low	below;low;little;hole;to fall;thin;flat;bad	3690
720	GOOD LUCK	luck	good;luck;devil;road;healthy;hunt	3698
688	LUNG	lung	lung;soft;bubble	3702
3314	LYNX	lynx	wolf;marten	3710
392	MAGIC	sorcery	devil	5727
2137	MAGICIAN	magician	devil	3719
2039	MAGPIE	magpie	bird	3722
167	MAIL	mail	metal	3723
734	MAKE	make (V)	to make;to know;to carry;to put;to be;strong	3729
3059	MALARIA	malaria	sick;to swell	3733
1553	MALE	male	genitals;person;father;to bear;relative	3734
1554	MAN	man	person;father;to bear;relative	3747
3073	MANAGE	manage (V)	to think;to work	3749
1918	MANE	mane	back;hair	3750
488	MANNER	manner	shape	3754
1198	MANY	several	little;many	5402
3248	MAPLE TREE	maple	tree	3760
938	MARE	mare	horse;deer	3763
1720	SIGN	mark	shape;sign;spot;to cut	3764
633	MARKET	market	obstacle	3769
3719	MARMOT	marmot	marten	3772
2432	MARRIAGE	marriage	to bind;relative;shape	3773
1835	MARROW	marrow	brain;foot;bone;neck;coal;to adhere;back;middle	3774
203	MARRY	marry (V)	to play;shape;relative	3775
3688	MARSH	marsh	dirt;swamp;meadow;valley;wet;pool	3776
3739	MARTEN	marten	marten	3778
2005	MASK	mask	body	3784
184	MAST	mast	stick	3787
383	MASTER	master	host;to praise	3788
195	MAT	straw mat	chair;grass;to bind;stick;to filter	7087
1133	MATCH	match	to meet	3792
3220	MATERNAL UNCLE	maternal uncle	relative	3797
2150	MATTER	matter	pus;dirt	3800
105	MATTRESS	mattress	chair	3803
2301	ME	me	pronoun	3809
2819	GRASSLAND	meadow	earth;meadow;field	3810
1526	MEAL	meal	grain;to eat	3813
2950	MEANING	meaning	true	3816
1506	MEASURE	measure	basket;measure;to count;together;wide;vessel;middle;to reach;to bend	3817
634	MEAT	meat	meat;to eat;new;body;mushroom;deer	3824
1831	MEET	meet (V)	group;obstacle;to meet;to reach;to go;shape;together;side	3831
507	MELON	melon	vegetable	3835
2334	MELT	melt (V)	to boil;to melt;to pour;warm	3836
2424	MEMBER	member	joint	3837
1018	MEMORY	memory	to love	3841
2243	REPAIR	mend (V)	to make;to roll	3844
766	MENSTRUATION	menstruation	dirt	3845
1082	MERCHANT	merchant	debt	3848
2961	MESSAGE	message	to send;to speak	3857
2244	METAL	metal	metal;red	3858
3971	METHOD	method	shape;body	3860
12	MIDDAY	midday	time	3862
1093	MIDDLE	middle	middle	3863
3188	MIGHTY OR POWERFUL OR STRONG	mighty	strong	3867
229	MOVE AWAY	migrate	to go	3868
635	MILK	milk	breast;milk;liquid	3873
93	DRAW MILK	milk (V)	milk;to filter;to pour	3874
636	MILL	mill	to grind;stone	3875
931	MILLET	millet	grain;to grow;grass	3877
1562	MIND	mind	to think;to know;to love	3882
2090	MY	mine	hole	3883
486	MINISTER	minister	host	3885
1171	MIRROR	mirror	moon;circle	3891
161	MISS (A TARGET)	miss (V)	bad;to tire;to deceive;grief;anger;light;dark	3899
867	GLOVE	mitten	hand;clothes	3904
2017	MIX	mix (V)	spoon;to eat;to mix;to destroy;to deceive;to press;boat	3905
143	HUMID	moist	wet;swamp	3919
28	MOISTEN	moisten (V)	to sink;wet;to wash;swamp;dirt	3920
1049	MOLAR TOOTH	molar	cheek;tooth;thorn	3922
1559	MONEY	money	debt	3930
3677	MONGOOSE	mongoose	marten	3931
1350	MONKEY	monkey	monkey	3932
1370	MONTH	month	moon;time	3934
1313	MOON	moon	moon;to shine	3938
1992	MORE	more	big;many;high	3941
1339	MORNING	morning	time;to shine;sun	3944
224	MORTAR	mortar	sharp;to beat;to destroy;to press;vessel	3945
637	MOSS	moss	grass	3947
2828	MOTH	moth	insect;worm	3949
1216	MOTHER	mother	mother;relative;woman	3950
2692	MATERNAL UNCLE (MOTHER'S BROTHER)	mother's brother	relative	3951
2693	MATERNAL AUNT (MOTHER'S SISTER)	mother's sister	relative	3952
1050	MOTHER-IN-LAW	mother-in-law	relative;woman	3954
1166	MOULD	mould	black;dirt;shape;to boil;earth;mushroom;sour;rust	3958
289	MOLD	mould (V)	to boil	3959
639	MOUNTAIN	mountain	edge;mountain;grave;top;high;forest;to pass;field	3963
3673	MOURNING	mourning	grave;to fear;to die	3965
1491	MOUSE	mouse	marten	3966
1165	MOUSTACHE	whiskers	hair	6872
674	MOUTH	mouth	mouth;face;to open;hole;to speak;vessel;to suck;cheek;throat;wart	3968
765	MOVE	move (V)	to move;to shake;to pull;to roll;to go;to flow;to jump	3972
3452	MUCH	much	big;strong;many	3984
208	NASAL MUCUS (SNOT)	snivel	mucus	5681
640	MUD	mud	brick;dirt;swamp;to adhere	3987
890	MULE	mule	barren	3993
845	MURDER	murder (V)	to die	3997
1004	MUSCLE	muscle	meat;sinew;hand	4000
642	MUSIC	music	music	4002
3181	MUSTARD	mustard	grass	4008
1666	MUTE	mute	dumb	4009
2200	SNOUT	snout	nose	5685
502	NAIL (TOOL)	nail	stick;finger-nail;to pinch;tree;obstacle;sharp	4017
590	NAKED	naked	naked;slippery;to scrape;to wither	4018
1405	NAME	name	name;shape;devil;to speak	4019
180	CALL BY NAME	name (V)	name	4020
1347	NAPE (OF NECK)	nape of neck	neck	4024
1267	NARROW	narrow	long;narrow;little;to press	4028
789	PEOPLE	nation	foreign	4034
3897	NATURE	nature	shape	4035
1838	NAVEL	navel	belly;middle;hole	4038
1942	NEAR	near	near;shore;to reach;below;middle;side;face;to touch	4039
1030	NECESSARY	necessary	able;to endure	4044
1333	NECK	neck	back;neck;throat;hand;breast;head	4046
1961	NECKLACE	necklace	neck	4048
2339	NEED (SOMETHING)	need	to know;to endure	4050
1382	NEEDLE (FOR SEWING)	needle	needle;finger-nail;sharp;thorn	4051
1332	NEIGHBOUR	neighbour	relative;similar;to meet	4056
1063	NEPHEW	nephew	relative;child	4057
2626	NERVE	nerve	sinew	4058
3975	NERVOUS	nervous	to fear;anger	4059
539	NEST	nest	house;egg;hole;chair;place	4060
2963	NET	net	cloth;net;obstacle;vessel;to filter;trap	4062
33	NETTLE	nettle	grass	4066
1231	NEW	new	new;to be;time	4068
2964	NEWS	news	to speak;to know	4071
1354	NEXT	next	to follow	4072
515	NEXT YEAR	next year	time	4074
1233	NIGHT	night	sky;time;night;black;shadow	4082
3723	NIGHTINGALE	nightingale	bird	4083
1483	NINE	nine	nine	4085
796	NIPPLE	teat	breast	6251
267	NIT	nit	nit;louse;insect;egg	4089
1269	NO	no	to destroy	4090
482	NOBLE	noble	god;high;to praise	4091
1182	NOISE	noise	noise;to curse	4092
3883	NOISY	noisy	noise;to play	4093
973	NOODLE	noodles	grain	4096
2604	NOOSE	noose	circle;rope;obstacle	4099
1598	NORTH	north	back;below;end;snow;behind;left	4101
1221	NOSE	nose	mucus;nose;to smell;horn;cheek	4103
1178	NOSTRIL	nostril	nose	4104
1240	NOT	not	particle;to destroy;one	4105
687	NOTHING	nothing	particle	4133
2893	NOTICE (SOMETHING)	notice	to speak	4134
1376	NOW	now	time	4139
2216	BECOME NUMB	numb	blunt;dense;sick;bad;to shake;grief	4143
1356	NUMBER	number	good;together;shape;to know	4144
2472	SUCKLE (BREASTFEED, NURSE)	nurse (V)	to love	4147
191	NUT	nut	nut;tree;vegetable;brain;stone	4149
644	OAK	oak	tree	4153
3137	OAR	oar	spoon;boat;stick;vessel;to mix	4155
1712	OATH	oath	anger;to curse;to meet	4156
60	OAT	oats	grain;vegetable	4157
1635	OBEY	obey (V)	slave;to endure;to follow	4159
1764	OBSCURE	obscure	dark	4166
1842	OBSTINATE	obstinate	hard;to make;bad;to want	4171
2762	BLOCK (THE WAY)	obstruct (V)	fence;obstacle;hole;to take;to close;bad;to cover	4172
645	OCEAN	ocean	water	4180
2581	OCTOPUS	octopus	shellfish	4181
600	STRANGE	odd	one	4182
3704	ODOR (SMELL)	odor	to smell;dirt	4183
557	OFFEND	offend (V)	grief;to curse;shame	4188
1103	SACRIFICE	offering	sacrifice;to give;to love	4192
2430	OFFICE	office	house;to make;person	4193
3361	OFFICIAL	official	person;slave	4195
1801	CHILD (DESCENDANT)	offspring	child;to follow;wet;grain;root	4197
1852	OFTEN	often	time	4198
1484	OIL (ORGANIC SUBSTANCE)	oil	fat	4199
1229	OLD	old	old;to tire;year;relative;front;light;to wait	4201
406	OLD MAN	old man	father	4202
107	OMEN	omen	luck;good	4204
1031	ON PURPOSE	on purpose	grief	4208
1493	ONE	one	one;front	4211
374	ONE TIME	one time	time	4214
1993	SELF	oneself	body;pronoun	4219
2366	ONION	onion	onion;grass	4220
1580	ONLY	only	to divide	4221
1156	OPEN	open (V)	to open;flower;to swell;mouth;to divide;hole	4225
885	OPPOSITE	opposite	obstacle;to meet;war	4229
1128	ORDER	order	to follow;to speak;shape;thing;to take	4235
1149	ORPHAN	orphan	one;relative;slave	4248
15	OTTER	otter	marten	4251
780	OUR	our	pronoun	4252
762	OUTSIDE	outside	face;side	4259
1999	OVERCOME	overcome (V)	to win;hunt;anger;to want	4270
735	OWL	owl	bird	4283
684	OWN	own	pronoun	4284
1036	OWNER	owner	relative	4285
1169	OX	ox	cow;elephant	4286
2830	OYSTERS	oyster	shellfish;skin	4287
234	PADDLE	paddle	flat;stick	4296
3668	PADDLE (MOVEMENT)	paddle (V)	to beat	4297
140	PADDY FIELD	paddy	grain;to grow	4298
1783	PAIN	pain	bitter;sick;weak	4302
3122	PAINT (SOMETHING)	paint (V)	to paint;to write;liquid;red;to smear;to rub	4305
3303	PICTURE (PAINTING)	painting	to write	4306
540	PALATE	palate	throat;neck	4309
1183	PALM OF HAND	palm of hand	hand;flat	4314
31	PAN	pan	vessel;metal	4316
3614	PANT	pant (V)	noise;sick;to bind	4320
648	PAPER	paper	shape;leaf;grass;skin	4325
882	PARROT	parrot	bird	4333
779	PART	part	to cut;to divide;body;together	4334
3681	PARTRIDGE	partridge	bird	4342
1951	PASS	pass	road;shore;hole	4343
1880	PASSIONATE	passionate	strong	4354
649	PASTURE	pasture	field;meadow;place;to eat	4358
2175	PATERNAL AUNT	paternal aunt	relative	4363
3763	PATERNAL UNCLE	paternal uncle	father	4366
2252	PATH	path	road;sign;obstacle	4367
3375	PATIENT (SICK PERSON)	patient	sick;to stand	4368
2988	PATTERN	pattern	ornament;similar;shape;sign;face;to follow	4371
2965	PAW	paw	hand;foot;below	4373
718	PAY	pay (V)	debt;to count;to move;to give;to take	4375
2025	PEA	pea	vegetable	4381
1338	PEACE	peace	luck;to think;light;to wait	4382
2043	PEACH	peach	grain;grass;nut;fruit	4384
3382	PEACOCK	peacock	bird;feather	4385
2205	PEAK	peak	mountain;top;end;high	4386
922	PEAR	pear	fruit	4388
3325	PEARL	pearl	circle;ornament;debt	4389
961	PEBBLES	pebble	sand;shallow;earth	4390
3684	PECK	peck (V)	to beat;to bite;to break;to cut	4391
275	PEEL	peel	skin	4397
361	PEG	peg	stick;finger-nail;finger;obstacle;thorn;root;sharp	4403
472	PELICAN	pelican	bird	4404
3232	PELT	pelt	skin	4407
794	PEN	pen	house;obstacle;fence	4408
1222	PENIS	penis	genitals;person;urine;edge;thorn	4413
1385	PEPPER	pepper	bitter	4417
544	SPICY	peppery	bitter	4418
3682	PERCH (OF BIRD)	perch (V)	to be	4420
508	PERIOD	period	time;year	4429
2865	DIE (FROM ACCIDENT)	perish (V)	to die;bad;old	4431
2044	PERSIMMON	persimmon	fruit	4436
125	SWEAT (SUBSTANCE)	perspiration	sweat;mucus	4441
126	SWEAT (PERSPIRE)	perspire (V)	dirt	4442
3645	PERSUADE	persuade (V)	to want	4443
225	PESTLE	pestle	to beat;stick	4447
3060	PHEASANT	pheasant	bird	4456
3061	PHLEGM	phlegm	dirt;mucus;to rot	4457
2148	PICK	pluck (V)	to pinch;to take;to mow;to scrape	4564
371	PICK UP	pick up (V)	to take	4462
2401	PICTURE	picture	god;to write;shape;face	4466
594	PIECE	piece	to break;to cut;to divide	4468
398	PIERCE	pierce (V)	thorn;to pierce;knife;to grow;bow;to cut;to sew;sharp	4471
1337	PIG	swine	pig	6162
1809	PIMPLE	pimple	wart;wound;spot;breast	4489
378	PINCH	pinch	to pinch;to take	4492
1740	PINE	pine-tree	tree	4497
3446	PINK	pink	dark;red	4500
1124	PIPE	pipe	vessel;hole;sinew	4503
2539	PIT (POTHOLE)	pit	empty;hole;grave;obstacle	4505
664	RESIN	pitch	to burn;to adhere	4506
120	PITCHER	pitcher	vessel	4507
337	PITCHFORK	pitchfork	fork	4508
1141	PITY	pity	to love;good;sick;grief	4511
723	PLACE (POSITION)	place	door;to put;place;pronoun;earth;edge;village	4514
3388	PLACENTA	placenta	genitals;fat	4525
333	PLAIT	plait	hair;to bind;head;fringe	4530
1729	PLAIT OR BRAID OR WEAVE	plait (V)	to bind;to twist;to cover;net;to weave	4531
3630	PLAN	plan (V)	to love;to want;to make;to think;to know	4532
1597	AIRPLANE	plane	to scrape	4533
653	PLANT (VEGETATION)	plant	grass;fruit;leaf;to bear;tree;flower;to pierce;to plough;wet;onion	4536
1486	PLANT (SOMETHING)	plant (V)	stick;to pierce;to make;to put;to plough;to throw;to sit;grain;hole	4537
399	PLANTAIN	plantain	fruit	4538
480	PLATE	plate	vessel	4541
3988	PLATEAU	plateau	field	4542
3269	PORCH	platform	chair;stick	4543
1413	PLAY	play	to play	4544
3916	PLEASURE	pleasure	free;luck;to make;to help	4552
2024	PLOT	plot	house;field	4559
2154	PLOUGH (INSTRUMENT)	plough	plough;to plough;to cut;knife;vehicle	4560
1921	PLOUGH	plough (V)	to plough;plough;to scrape	4561
3670	PLUNDER	plunder	thief	4571
1851	POCKET	pocket	clothes	4578
541	POETRY	poetry	name	4580
2669	POINT (WITH FINGER)	point	mouth;spot;top;sharp;front;edge	4581
372	POINTED	pointed	long;sharp	4584
655	POISON	poison	grass;bitter;worm;sour	4586
888	POISONOUS	poisonous	sour	4588
281	POST	post	stick;mountain	4620
3659	POLISH (SOMETHING)	polish (V)	to rub;to scrape;to touch	4593
3300	POLITE	polite	to love	4595
2035	POND	pond	pool;swamp	4599
1674	POOR	poor	little;hunger;rough;bad;grief	4603
821	POPLAR	poplar	tree	4605
2510	PORCUPINE	porcupine	marten;wolf	4610
114	PORPOISE	porpoise	fish	4611
2049	CONGEE	porridge	to eat;grain;to swell	4612
593	POTATO	potato	vegetable	4626
2951	POUCH	pouch	clothes;vessel	4630
354	POUND	pound (V)	to beat;to rub;to destroy	4632
1487	POUR	pour (V)	to melt;to pour;to flow;rain;to wash;to sink;to scatter;to shake	4633
3368	POWDER	powder	grass;dust	4637
2526	POWER	power	able;strong;heavy	4639
3001	POWERFUL	powerful	able;strong	4640
3455	COMMEND	praise (V)	to praise;to curse;to love;grief	4643
238	PRAWNS	prawn	shellfish	4644
24	PRAY	pray (V)	devil;luck	4645
304	PREACH	preach (V)	to speak	4647
3002	PRECIOUS	precious	expensive;to love;luck	4648
618	PRECIPICE	precipice	ravine;shore;road;mountain;to break;low	4651
2717	STEEP	precipitous	high;ravine;shore	4652
1123	PREGNANT	pregnant	genitals;belly;child	4658
2909	PREPARE	prepare (V)	to make;to know;to send;to want	4662
1997	PRESERVE	preserve (V)	to cover;to guard;to think	4668
1913	PRESS	press down (V)	to press;flat	4672
3631	PRETEND	pretend (V)	to deceive	4675
1550	PREVENT	prevent (V)	obstacle;to fear	4677
657	PRICE	price	debt;expensive;to give	4678
1434	STAB	prick	to pierce;edge	4680
3915	PRIDE	pride	to praise	4683
852	PRIEST	priest	devil	4684
2554	PRINCE (RULER)	prince	to praise;host;relative	4685
2886	PRODUCE	produce (V)	to bear;to make;to learn;strong	4697
1675	PROMISE	promise (V)	debt;to speak;devil;to think	4711
2900	PROTECT	protect (V)	to cover;to give;to love;to see;obstacle;to help;to think;to guard	4729
174	PROUD	proud	luck;to praise	4735
36	PUBIC HAIR	pubic hair	hair;meat	4748
1455	PULL	pull (V)	to beat;free;to pull	4758
2325	PULL OUT	pull out (V)	to take	4762
864	PUMPKIN	squash (V)	to beat;to press	5847
3649	PUNISH	punish (V)	to curse;slave;to beat;to endure	4772
390	PUNISHMENT	punishment	to curse;to destroy;debt	4773
1147	PURE	pure	clean;to wash;white	4779
2452	PURPLE	purple	red	4783
1808	PUS	pus	liquid;pus;swamp;wart;to rot;dirt	4789
1452	PUSH	push (V)	to beat;to destroy	4790
998	PUT	put down (V)	to bend;to fall	4800
1893	QUAIL	quail	bird	4819
2945	COUNT (QUANTITY)	quantity	edge;many;wide	4821
3302	QUARREL (VERB)	quarrel (V)	to beat;to curse;war;to destroy;anger;obstacle	4822
1306	QUEEN	queen	head;woman;host	4826
3268	QUESTION	question	to speak	4827
1314	QUIET	quiet	luck;good;to think;soft;light;to tire;dark	4832
2048	QUILT	quilt (V)	to sew	4833
995	QUIVER (FOR ARROWS)	quiver	sack;vessel;basket	4838
1136	RABBIT	rabbit	marten	4840
2203	RABID	rabid	anger	4842
2365	RADISH	radish	vegetable	4846
1664	RAFT	raft	boat;stick;chair	4847
829	RAFTER	rafter	stick	4848
332	RAG	rag	to destroy;hair;cloth	4849
658	RAIN (PRECIPITATION)	rain	rain;sky;to fall;to flow;snow	4856
1253	RAIN (RAINING)	rain (V)	rain	4857
1733	RAINBOW	rainbow	sky;white;to shine	4858
453	RAINY SEASON	rainy season	rain;time	4860
338	RAKE	rake	fork;to comb	4864
3127	RAKE (SOMETHING)	rake (V)	to comb;to scrape;to dig	4865
1344	RAM	ram	goat;sheep	4866
209	RARE	rare	little;far;to tear	4879
3803	RASPBERRY	raspberry	fruit	4884
1490	RAT	rat	marten	4885
2497	RATTAN	rattan	grass	4887
2543	RAVEN	raven	bird	4889
1930	RAVINE	ravine	hole;ravine;to flow;valley;mountain	4890
1959	RAW	raw	to smell;meat;new;vegetable;to rot	4891
724	READ	read (V)	to praise;to speak;to know;to think;to write	4900
790	READY	ready	time;to make;together;to know;to send	4902
1657	TRUE	real	to know;true	4903
190	MOW	reap (V)	to mow;to scrape;to cut	4906
2968	REASON	tune (V)	good;to sing;to speak;devil;straight	6542
2870	RECOGNIZE (SOMEBODY)	recognize (V)	to think	4923
1978	RECOVER	recover (V)	healthy;sick;to think	4929
156	RED	red	red;to shine;blood;dark;metal	4932
659	REED	reed	grass;stick	4941
660	REEF	reef	sand	4943
49	REFUSE	refuse	dust	4955
1875	REGRET	repent (V)	grief	5010
1876	REINDEER	reindeer	deer	4964
2192	REJOICE	rejoice (V)	luck;light;to live;to think;to laugh	4968
1644	RELATIVES	relative	near;relative;grain	4972
168	REST	relax (V)	free;slow	4974
987	REMAIN	stay (V)	time;to put;to be;to sit;to stay;place;old;to take;to stand	5897
838	REMAINS	remains	bone;to stay	4993
707	REMEMBER	remember (V)	to know;to love	4995
880	REPEAT	repeat (V)	to change;to speak;layer;to follow;together	5007
1828	ASK (REQUEST)	request (V)	to speak	5022
2008	RESCUE	save (V)	free;to help;luck;to guard	5261
1777	RESEMBLE	resemble (V)	similar;shape	5028
385	RESPECT (SOMEBODY)	respect	to love	5040
3969	RESULT	result	to take	5054
421	RETREAT	retreat (V)	back	5059
495	REVENGE	revenge	debt;to speak;anger;bad	5061
801	RIB	rib	side;body;bone;breast	5073
712	RICH	wealthy	to swell	6820
2970	RIDDLE	riddle	to speak	5080
367	RIDE	ride (V)	vehicle;saddle;to sit;to run;top	5082
1748	RIDGE	ridge	mountain;edge;back	5083
1019	RIGHT	right side	right:	7055
2875	RING (MAKE SOUND)	ring (V)	to speak	5098
2904	RINSE	rinse (V)	to wash;wet	5099
178	RIPE	ripe	ripe;to rot	5101
179	RIPEN	ripen (V)	ripe;sour;to rot	5102
568	RISE (MOVE UPWARDS)	rise (V)	big;top;high;side;to make;to swell;wide;to wake;to grow	5104
3334	RITE	rite	sacrifice	5109
666	RIVER	river	river;valley;to flow;water;pool	5112
667	ROAD	road	road;to go;sign;place;side;shore;to run;obstacle;middle	5116
3896	ROAR	roar (V)	noise	5121
1962	ROAST (SOMETHING)	roast (V)	fire;to burn;to roast;to boil	5122
2073	ROB (VERB)	rob	thief	5123
3376	ROBBER	robber	thief;to deceive	5125
668	ROCK	rock	stone;mountain;sand	5130
669	RODENT	rodent	marten	5135
827	ROLL	roll	to roll	5140
1450	ROOM	room	house;door;place;wide;to stay	5150
670	ROOT	tuber	root	6529
3882	ROSE	rose	fruit	5157
569	SPOIL (BECOME SPOILED)	rot	coal;soft	5162
1728	ROTTEN	rotten	pus;to rot;mushroom;sour	5165
1923	ROUGH	rough	rough;hair;hard;to curse;thick;anger	5166
1395	ROUND	round	circle;to roll;to twist	5168
1849	ROW	row	to follow;together;shore;rope	5171
1449	RUB	rub (V)	rough;to rub;to touch;to scrape;to grind;to press;clean;to break;to mix	5176
909	GARBAGE	rubbish	dust;dirt	5182
108	RUDDER	rudder	hammer	5184
1412	RUDE	rude	rough;hard	5186
1846	RULE	rule	shape;host;similar;joint	5192
3405	RULER	ruler	host;relative	5194
63	RUMOUR	rumour	to speak;noise;to curse	5195
1519	RUN	run (V)	to run;mucus;to jump;to roll	5198
2142	RUN AWAY	run away (V)	to run	5202
3064	RUST	stain	sign	5865
2877	RUSTLE (OF LEAVES)	rustle	noise	5212
23	RYE	rye	grain	5214
2990	SACK	sack	sack;to cover;vessel;cloth	5217
699	SAD	sad	grief;to think;to endure;bad	5222
3065	SADDLE	saddle	saddle;skin;stick;clothes;to bend;vehicle	5223
787	SAIL	sail	cloth;wide	5228
1122	WAGES	salary	debt	5231
1503	SALIVA	spittle	to spit;nose;mucus	5795
944	SALMON	salmon	fish	5234
1274	SALT	salt	grass;salt;bitter	5235
1091	SALTY	salty	rough;salt;taste;bitter	5239
200	SAME	same	similar;together	5244
671	SAND	sand	earth;dirt	5245
345	SAP	sap	liquid;wet	5251
106	SATIATED	satiated	fat;good;to eat;to swell;thick;to suck;bad	5256
1948	SAW	saw	knife	5265
3543	SAW (SOMETHING)	saw (V)	to rub	5266
1458	SAY	say (V)	to call;to make;to speak;to cry;to think;tongue	5267
2664	SCAB	scab	wart;sick;bad;head;skin;rust	5269
3424	SHEATH	scabbard	sheath	5270
3172	SCABIES	scabies	sick	5271
2783	SCALES (MEASURE INSTRUMENT)	scales	to count;together	5275
497	SCAR	scar	to cut;wart;wound;bad	5277
3033	SCARED	scared	grief;bad	5283
3066	SCARF OR TURBAN	turban	clothes;hat	7080
2064	SCATTER (SEEDS)	scatter (V)	to scatter;to throw;to take;wet;to shake;to fall;to destroy	5286
673	SCHOOL	school	house;to learn	5290
356	SHEARS	scissors	to cut;to press	5291
299	SCOLD	scold (V)	to curse	5292
1538	SCORPION	scorpion	insect	5298
1767	SCRAPE	scrape (V)	to scrape;to rub;to touch;to sweep;to cut	5303
1436	SCRATCH	scratch	to write;to scrape	5306
3809	SCREAM (PRODUCE A CRY)	scream (V)	to cry	5309
1802	SCREW	screw	to roll	5313
2834	SCROTUM	scrotum	foot	5316
20	SCYTHE	scythe	knife;to mow	5325
1474	SEA	sea	river;to flow;pool	5326
691	SEASON	season	end;time;year;joint;shape	5335
1384	SECOND	second	two	5339
1121	SECRET	secret	grave;to hide;to close;to deceive	5340
1409	SEE	see (V)	to see;to know	5347
714	SEED	seed	grain;fruit;to bear;to grow;straw;root;to plough	5350
1571	SELL	sell (V)	debt;to change	5357
2283	SEMEN	semen	genitals	5358
1127	SEND	send (V)	to send;to go;to give;to follow;to speak;to stay;to run;to drive;to reach	5359
2572	SENSE (PERCEIVE BY SENSES)	sense	to think;true;name	5363
1359	SEPARATE	separate	to divide;one;to cut	5367
255	SERVANT	servant	child;slave;foreign;relative;to give	5375
3648	SERVE (SOMEONE)	serve (V)	spoon;to help;to guard;to make;to work;slave;to give	5376
2797	SESAME	sesame	grain	5379
160	SET (HEAVENLY BODIES)	set (V)	to go;below;to pierce;to put	5380
1704	SEVEN	seven	seven	5400
419	SEVERE	severe	bad;heavy;hard	5403
1457	SEW	sew (V)	to sew;to work;to pierce	5404
1388	SHADE	shade	dark;shadow;to cover;cold	5408
1909	SHAKE	shake (V)	to beat;to move;to shake;to fear;to fly;to mix;to bend	5414
193	SHALLOW	shallow	shallow;basket;wet;flat;sand;to flow;river;pool	5417
394	SHAMAN (FOLK HEALER)	shaman	devil	5418
1776	SHAME	shame	red;shame;to laugh;bad;grief	5420
884	SHARE	share (V)	to cut;to divide;together	5425
1110	SHARK	shark	fish	5427
1396	SHARP	sharp	bitter;edge;knife;rough;sharp;to pierce;to scrape;thorn;to cut	5428
251	SHARPEN (SOMETHING)	sharpen (V)	sharp;to touch;to rub;to press	5431
231	SHAVE	shave (V)	to cut;to scrape	5433
2771	SHAWL	shawl	cloth	5435
1834	SHE	she	pronoun	5436
1532	SHEAR	shear (V)	to divide;to cut;to scrape	5439
1331	SHEEP	sheep	goat;sheep;deer;cattle;child	5446
745	SHELF	shelf	chair;hearth;fence;house;obstacle	5449
598	SHELL	shell	insect;skin;empty;shellfish;ornament;to cover	5450
2544	SHEPHERD	shepherd	to guard	5456
1064	SHIELD	shield	obstacle;skin	5458
186	SHIN	shin	foot;brain;bone;meat;joint	5461
708	SHINE	shine (V)	to burn;to shine;moon	5463
740	SHIP	ship	boat;vessel	5465
1622	SHIRT	shirt	cloth;clothes	5466
52	SHIVER	tremble (V)	to fear;to move;to shake	6490
1381	SHOE	shoe	clothes;shoe;foot	5470
1172	SHOOT	shoot	grass;to grow;to bear;tree;wet;thorn;root	5471
746	SHOP	shop	house;obstacle	5474
113	SHORE	shore	mountain;shore;middle;edge;earth	5475
1645	SHORT	short	low;short;little;to press;narrow	5476
1482	SHOULDER	shoulder	hand;body;back;breast	5482
172	SHOULDERBLADE	shoulderblade	hand;to bend;bone;back;neck	5483
1901	SHOVEL	shovel	to dig;plough;vessel;fork	5487
1039	SHOW	show (V)	to see;to guard	5490
3128	SHOWER (ACTION)	shower	rain	5495
