ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	POS	IDS_IN_SOURCE	LINKS	POLYSEMY_CLASS	FREQUENCY_CLASS	DEGREE_CLASS	RELATION_TYPE	FORWARD_SCORES	BACKWARD_SCORES	SCORED_RELATIONS
Lapesa-2014-772-218	218	1290	ELEPHANT	elephant	noun	685:elephant-mammal:0 686:elephant-ant:0 687:elephant-ant:0 688:elephant-ant:0 689:elephant-animal:0 690:elephant-pachyderm:0 691:elephant-pachyderm:0 692:elephant-animal:0 693:elephant-flea:0	→414 →35 →35 →35 →34 →465 →465 →34 →266	poli2 poli2 poli2 poli2 poli2 poli2 poli2 poli2 poli2	freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax	LOW NOT NOT HIGH LOW HIGH NOT HIGH LOW	HYP HYP SYN ANT SYN SYN ANT HYP ANT	5.0 0.0 0.0 2.6 2.6 4.4 0.5 5.0 3.4	4.9 0.0 0.0 2.1 1.9 3.9 0.0 5.0 3.3	"{""elephant-mammal"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""elephant-ant"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.6, ""BACKWARD_SCORE"": 2.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""elephant-animal"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""elephant-pachyderm"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""elephant-flea"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.4, ""BACKWARD_SCORE"": 3.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-219	219			emasculate	verb	355:to-emasculate-to-castrate:0 356:to-emasculate-to-weaken:0 357:to-emasculate-to-empower:0	→90 →748 →224	poli2 poli2 poli2	freqMin freqMin freqMin	LOW HIGH NOT	SYN SYN SYN	3.6 3.4 0.6	3.3 3.2 0.0	"{""to-emasculate-to-castrate"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.6, ""BACKWARD_SCORE"": 3.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""to-emasculate-to-weaken"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.4, ""BACKWARD_SCORE"": 3.2, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""to-emasculate-to-empower"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.6, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-220	220			emotion	noun	596:admiration-emotion:1	←18	poli3	freqMed	LOW	HYP	4.3	4.8	"{""admiration-emotion"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-221	221	3761	EMOTIONAL	emotional	adjective	46:emotional-unemotional:0 47:emotional-stoic:0 48:emotional-sensitive:0 49:excitable-emotional:1	→699 →635 →587 ←242	poli3 poli3 poli3 poli3	freqMax freqMax freqMax freqMin	HIGH LOW NOT HIGH	ANT ANT ANT HYP	5.0 4.8 0.3 3.615	5.0 4.1 0.2 4.364	"{""emotional-unemotional"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""emotional-stoic"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""emotional-sensitive"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.3, ""BACKWARD_SCORE"": 0.2, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""excitable-emotional"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.615, ""BACKWARD_SCORE"": 4.364, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-222	222	3377	EMPEROR	emperor	noun	694:emperor-leader:0 695:emperor-peasant:0 696:emperor-ruler:0	→389 →481 →564	poli3 poli3 poli3	freqMed freqMed freqMed	LOW NOT HIGH	HYP HYP HYP	4.8 0.0 4.8	5.0 0.0 4.5	"{""emperor-leader"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""emperor-peasant"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""emperor-ruler"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-223	223			employees	noun	846:workforce-employees:1	←763	poli1	freqMax	HIGH	SYN	4.4	4.7	"{""workforce-employees"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 4.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-224	224			empower	verb	357:to-emasculate-to-empower:1	←219	poli2	freqMin	NOT	SYN	0.6	0.0	"{""to-emasculate-to-empower"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.6, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-225	225			emptiness	noun	654:completeness-emptiness:1	←123	poli2	freqMed	LOW	ANT	4.4	4.4	"{""completeness-emptiness"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-226	226			encore	noun	697:encore-show:0 698:encore-opening:0 699:encore-performance:0	→598 →458 →482	poli1 poli1 poli1	freqMed freqMed freqMed	LOW NOT HIGH	HYP HYP HYP	2.0 0.2 4.5	3.4 0.3 4.1	"{""encore-show"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 2.0, ""BACKWARD_SCORE"": 3.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""encore-opening"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.2, ""BACKWARD_SCORE"": 0.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""encore-performance"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-227	227			encrypt	verb	396:to-interpret-to-encrypt:1	←367	poli3	freqMax	LOW	ANT	3.7	4.2	"{""to-interpret-to-encrypt"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 4.2, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-228	228	1928	CEASE	end	verb	418:to-kill-to-end:1	←379	poli3	freqMax	HIGH	HYP	4.6	4.4	"{""to-kill-to-end"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-229	229			engrave	verb	390:to-inscribe-to-engrave:1 393:to-inscribe-to-engrave:1	←362 ←362	poli3 poli3	freqMed freqMed	LOW LOW	SYN HYP	4.1 4.3	4.5 4.3	"{""to-inscribe-to-engrave"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-230	230			equine	noun	853:zebra-equine:1	←771	poli1	freqMin	LOW	HYP	4.4	4.3	"{""zebra-equine"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-231	231			erase	verb	386:to-ink-to-erase:1 388:to-inscribe-to-erase:1 392:to-inscribe-to-erase:1	←359 ←362 ←362	poli2 poli3 poli3	freqMin freqMed freqMed	HIGH NOT NOT	ANT HYP SYN	4.0 0.4 0.0	4.1 0.3 0.0	"{""to-ink-to-erase"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""to-inscribe-to-erase"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-232	232			essential	adjective	78:indispensable-essential:1	←352	poli2	freqMed	NOT	ANT	0.6	0.6	"{""indispensable-essential"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.6, ""BACKWARD_SCORE"": 0.6, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-233	233			esteem	noun	598:admiration-esteem:1	←18	poli3	freqMed	LOW	SYN	3.9	4.5	"{""admiration-esteem"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-234	234			estimate	noun	707:gauge-estimate:1	←283	poli1	freqMax	LOW	ANT	0.5	1.0	"{""gauge-estimate"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 1.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-235	235			estimation	noun	738:measurement-estimation:1	←422	poli2	freqMax	LOW	ANT	2.3	3.1	"{""measurement-estimation"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.3, ""BACKWARD_SCORE"": 3.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-236	236			eternal	adjective	97:mortal-eternal:1	←435	poli2	freqMed	LOW	ANT	4.0	4.2	"{""mortal-eternal"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.2, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-237	237			ethics	noun	777:rationale-ethics:1	←528	poli1	freqMed	LOW	SYN	1.6	1.6	"{""rationale-ethics"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 1.6, ""BACKWARD_SCORE"": 1.6, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-238	238			evade	verb	587:to-zigzag-to-evade:1	←772	poli1	freqMin	LOW	SYN	1.8	2.6	"{""to-zigzag-to-evade"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 1.8, ""BACKWARD_SCORE"": 2.6, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-239	239			even	adjective	188:uneven-even:1	←700	poli3	freqMed	HIGH	ANT	4.8	5.0	"{""uneven-even"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-240	240			event	noun	812:sandstorm-event:1	←570	poli1	freqMin	LOW	HYP	3.2	3.8	"{""sandstorm-event"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.2, ""BACKWARD_SCORE"": 3.8, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-241	241			evidence	verb	358:to-evidence-to-miss:0 359:to-evidence-to-prove:0 360:to-evidence-to-disprove:0	→429 →516 →201	poli3 poli3 poli3	freqMed freqMed freqMed	LOW NOT HIGH	ANT ANT ANT	1.6 0.0 4.2	1.6 0.7 3.9	"{""to-evidence-to-miss"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 1.6, ""BACKWARD_SCORE"": 1.6, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-evidence-to-prove"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.7, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-evidence-to-disprove"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 3.9, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-242	242			excitable	adjective	49:excitable-emotional:0 50:excitable-responsive:0 51:excitable-unexcitable:0	→221 →551 →701	poli3 poli3 poli3	freqMin freqMin freqMin	HIGH LOW NOT	HYP HYP HYP	3.615 4.7 0.0	4.364 3.7 0.333	"{""excitable-emotional"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.615, ""BACKWARD_SCORE"": 4.364, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""excitable-responsive"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""excitable-unexcitable"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.333, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-243	243			excite	verb	397:to-intoxicate-to-excite:1	←368	poli3	freqMin	NOT	ANT	0.6	1.0	"{""to-intoxicate-to-excite"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.6, ""BACKWARD_SCORE"": 1.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-244	244			exclude	verb	271:to-amalgamate-to-exclude:1 307:to-consist-to-exclude:1 308:to-consist-to-exclude:1	←33 ←134 ←134	poli1 poli1 poli1	freqMed freqMax freqMax	LOW NOT HIGH	ANT HYP ANT	4.0 0.3 3.9	4.4 0.3 3.0	"{""to-amalgamate-to-exclude"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-consist-to-exclude"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 3.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-245	245			excuse	verb	456:to-pardon-to-excuse:1	←471	poli2	freqMin	LOW	SYN	4.5	4.8	"{""to-pardon-to-excuse"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-246	246			exist	verb	311:to-consist-to-exist:1	←134	poli1	freqMax	LOW	HYP	2.3	2.3	"{""to-consist-to-exist"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 2.3, ""BACKWARD_SCORE"": 2.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-247	247			experience	noun	750:naivety-experience:1	←444	poli1	freqMin	NOT	SYN	0.5	0.1	"{""naivety-experience"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.1, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-248	248			export	verb	361:to-export-to-send:0 362:to-export-to-import:0 363:to-export-to-ship:0	→586 →337 →595	poli1 poli1 poli1	freqMax freqMax freqMax	LOW NOT HIGH	SYN SYN SYN	3.8 0.0 3.7	3.2 0.1 3.7	"{""to-export-to-send"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.8, ""BACKWARD_SCORE"": 3.2, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-export-to-import"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.1, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""to-export-to-ship"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-249	249			extravagant	adjective	170:thrifty-extravagant:1	←666	poli3	freqMin	LOW	ANT	4.7	4.5	"{""thrifty-extravagant"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-250	250			fact	noun	800:rumour-fact:1	←565	poli1	freqMax	LOW	ANT	4.2	4.9	"{""rumour-fact"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-251	251	3861	FAIL	fail	verb	256:to-achieve-to-fail:1 260:to-achieve-to-fail:1 263:to-achieve-to-fail:1	←12 ←12 ←12	poli1 poli1 poli1	freqMax freqMax freqMax	NOT NOT HIGH	HYP SYN ANT	0.0 0.0 5.0	0.0 0.0 4.9	"{""to-achieve-to-fail"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-252	252			familiarize	verb	255:to-accustom-to-familiarize:1	←11	poli1	freqMed	HIGH	SYN	4.2	4.3	"{""to-accustom-to-familiarize"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-253	253			famous	adjective	204:unknown-famous:1	←711	poli3	freqMax	LOW	ANT	4.9	5.0	"{""unknown-famous"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.9, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-254	254			fancy	verb	364:to-fancy-to-like:0 365:to-fancy-to-desire:0 366:to-fancy-to-dislike:0	→398 →178 →197	poli2 poli2 poli2	freqMed freqMed freqMed	HIGH LOW NOT	SYN SYN SYN	4.5 4.2 0.0	4.6 4.4 0.0	"{""to-fancy-to-like"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.6, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""to-fancy-to-desire"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-fancy-to-dislike"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-255	255	3554	GOODBYE	farewell	noun	713:goodbye-farewell:1	←291	poli1	freqMed	HIGH	SYN	4.6	4.9	"{""goodbye-farewell"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-256	256			fatal	adjective	98:mortal-fatal:1	←435	poli2	freqMed	NOT	ANT	0.5	0.4	"{""mortal-fatal"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.4, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-257	257			favorable	adjective	192:unfavorable-favorable:1	←702	poli3	freqMin	HIGH	ANT	5.0	5.0	"{""unfavorable-favorable"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-258	258			fee	noun	700:fee-charge:0 701:fee-price:0 702:fee-bonus:0	→98 →505 →74	poli2 poli2 poli2	freqMax freqMax freqMax	HIGH LOW NOT	SYN SYN SYN	4.8 4.0 0.5	4.2 4.3 0.3	"{""fee-charge"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.2, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""fee-price"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""fee-bonus"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-259	259	2573	FEELING (EMOTION)	feeling	noun	597:admiration-feeling:1	←18	poli3	freqMed	HIGH	HYP	4.9	4.8	"{""admiration-feeling"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.9, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-260	260	1423	FIGHT	fight	verb	281:to-battle-to-fight:1 284:to-battle-to-fight:1	←57 ←57	poli1 poli1	freqMax freqMax	NOT HIGH	ANT HYP	0.0 3.9	0.0 4.5	"{""to-battle-to-fight"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
