NUMBER	GLOSS	SENSES	A	B	C	D	
3875	mill	to grind;stone	0	0	0	0
3876	mill-race	vessel;stone	0	0	0	0
3877	millet	grain;to grow;grass	0	0	0	0
3878	millipede	insect	0	0	0	0
3879	milt	fat	0	0	0	0
3880	mince (V)	to cut;meat;to rub	0	0	0	0
3881	minced meat	meat	0	0	0	0
3882	mind	to think;to know;to love	0	0	0	0
3883	mine	hole	0	0	0	0
3884	mingle (V)	to mix	0	0	0	0
3885	minister	host	0	0	0	0
3886	minister (V)	to guard	0	0	0	0
3887	mint	fruit;grass	0	0	0	0
3888	minute	thin;little	0	0	0	0
3889	mirage	dark	0	0	0	0
3890	mire	dirt	0	0	0	0
3891	mirror	moon;circle	0	0	0	0
3892	misbehave (V)	to tire	0	0	0	0
3893	miscarriage	child	0	0	0	0
3894	mischief	thief;grief;bad	0	0	0	0
3895	mischievous	thief;grief;bad	0	0	0	0
3896	miser	to tear	0	0	0	0
3897	mishap	time	0	0	0	0
3898	mislead (V)	silly	0	0	0	0
3899	miss (V)	bad;to tire;to deceive;grief;anger;light;dark	0	0	0	0
3900	mist	sky;dark;liquid;smoke	0	0	0	0
3901	mistake	bad;to deceive;to divide;wound;to curse	0	0	0	0
3902	mistake (V)	silly	0	0	0	0
3903	mithan	cow	0	0	0	0
3904	mitten	hand;clothes	0	0	0	0
3905	mix (V)	spoon;to eat;to mix;to destroy;to deceive;to press;boat	0	0	0	0
3906	mix with (V)	to mix	0	0	0	0
3907	mixed	variegated;to mix	0	0	0	0
3908	mixed colour	variegated	0	0	0	0
3909	moan (V)	to sing	0	0	0	0
3910	moat	hole;pool	0	0	0	0
3911	mobile	quick	0	0	0	0
3912	mock	anger	0	0	0	0
3913	mock (V)	to laugh;to curse;to love	0	0	0	0
3914	mockery	anger	0	0	0	0
3915	mode	shape	0	0	0	0
3916	model	shape;similar;to measure	0	0	0	0
3917	modest	shame	0	0	0	0
3918	modesty	shame	0	0	0	0
3919	moist	wet;swamp	0	0	0	0
3920	moisten (V)	to sink;wet;to wash;swamp;dirt	0	0	0	0
3921	moisture	fat;wet;water	0	0	0	0
3922	molar	cheek;tooth;thorn	0	0	0	0
3923	molar tooth	cheek	0	0	0	0
3924	mole 1	spot;sign;naked;wart;wound	0	0	0	0
3925	mole 2	marten	0	0	0	0
3926	molestation	to deceive	0	0	0	0
3927	mollusc	shellfish;skin	0	0	0	0
3928	moment	time	0	0	0	0
3929	monastery	house	0	0	0	0
3930	money	debt	0	0	0	0
3931	mongoose	marten	0	0	0	0
3932	monkey	monkey	0	0	0	0
3933	monster	devil;snake	0	0	0	0
3934	month	moon;time	0	0	0	0
3935	monument	shape	0	0	0	0
3936	mood	middle	0	0	0	0
3937	moody	grief	0	0	0	0
3938	moon	moon;to shine	0	0	0	148
3939	moonrise	time	0	0	0	0
3940	moral	heart;god	0	0	0	0
3941	more	big;many;high	0	0	0	0
3942	more than one	together;two	0	0	0	0
3943	moreover	high;many	0	0	0	0
3944	morning	time;to shine;sun	0	0	0	0
3945	mortar	sharp;to beat;to destroy;to press;vessel	0	0	0	0
3946	mosquito	insect;to bite	0	0	0	0
3947	moss	grass	0	0	0	0
3948	most	big	0	0	0	0
3949	moth	insect;worm	0	0	0	0
3950	mother	mother;relative;woman	0	0	0	42
3951	mother's brother	relative	0	0	0	0
3952	mother's sister	relative	0	0	0	0
3953	mother's younger sister	relative	0	0	0	0
3954	mother-in-law	relative;woman	0	0	0	0
3955	mother-spot	spot	0	0	0	0
3956	motion	to shake	0	0	0	0
3957	motion\i	to shake	0	0	0	0
3958	mould	black;dirt;shape;to boil;earth;mushroom;sour;rust	0	0	0	0
3959	mould (V)	to boil	0	0	0	0
3960	mound	earth;mountain;to swell;high;top;obstacle;grave	0	0	0	0
3961	mound	mountain;	0	0	0	0
3962	mount (V)	top;vehicle;to run	0	0	0	0
3963	mountain	edge;mountain;grave;top;high;forest;to pass;field	0	0	0	171
3964	mountain-side	mountain	0	0	0	0
3965	mourning	grave;to fear;to die	0	0	0	0
3966	mouse	marten	0	0	0	0
3967	moustache	hair	0	0	0	0
3968	mouth	mouth;face;to open;hole;to speak;vessel;to suck;cheek;throat;wart	0	0	0	76
3969	mouth of a bottle	road	0	0	0	0
3970	mouth of a river	river	0	0	0	0
3971	mouthful	to bite;to drink	0	0	0	0
3972	move (V)	to move;to shake;to pull;to roll;to go;to flow;to jump	0	0	0	0
3973	move a thing softly to and fro (V)	to move	0	0	0	0
3974	move about (V)	to shake	0	0	0	0
3975	move along (V)	to shake	0	0	0	0
3976	move around (V)	to roll	0	0	0	0
3977	move down (V)	to fall	0	0	0	0
3978	move from (V)	to go	0	0	0	0
3979	move out (V)	to go;to move	0	0	0	0
3980	move quickly (V)	to run	0	0	0	0
3981	move slightly (V)	to move	0	0	0	0
3982	mow (V)	to cut;to mow;to scrape	0	0	0	0
3983	mow down (V)	to mow	0	0	0	0
3984	much	big;strong;many	0	0	0	0
3985	mucilagenous	mucus	0	0	0	0
3986	mucus	mucus;dirt;pus	0	0	0	0
3987	mud	brick;dirt;swamp;to adhere	0	0	0	0
3988	muddle (V)	to play	0	0	0	0
3989	muddled	dirt	0	0	0	0
3990	muddy	dirt;wet;liquid;to rot	0	0	0	0
3991	muddy water	dirt	0	0	0	0
3992	mulberry	tree;fruit;cloth	0	0	0	0
3993	mule	barren	0	0	0	0
3994	multiply (V)	many	0	0	0	0
3995	multitude	many	0	0	0	0
3996	munch (V)	to eat;taste	0	0	0	0
3997	murder (V)	to die	0	0	0	0
3998	murderer	thief	0	0	0	0
3999	murmur	noise	0	0	0	0
4000	muscle	meat;sinew;hand	0	0	0	0
4001	mushroom	mushroom;vegetable	0	0	0	0
4002	music	music	0	0	0	0
4003	musical instrument	music	0	0	0	0
4004	musical stone	music	0	0	0	0
4005	musk	to smell;deer	0	0	0	0
4006	musk-deer	deer;marten	0	0	0	0
4007	muskmelon	vegetable	0	0	0	0
4008	mustard	grass	0	0	0	0
4009	mute	dumb	0	0	0	0
4010	mutual	to follow	0	0	0	0
4011	mutually	together	0	0	0	0
4012	muzzle	nose;face	0	0	0	0
4013	muzzy	to deceive	0	0	0	0
4014	my	pronoun	0	0	0	0
4015	myriapoda	insect	0	0	0	0
4016	nag (V)	to curse;bad	0	0	0	0
4017	nail	stick;finger-nail;to pinch;tree;obstacle;sharp	0	0	0	0
4018	naked	naked;slippery;to scrape;to wither	0	0	0	0
4019	name	name;shape;devil;to speak	0	0	0	207
4020	name (V)	name	0	0	0	0
4021	nap 1	dream	0	0	0	0
4022	nap 2	hair	0	0	0	0
4023	nape	back	0	0	0	0
4024	nape of neck	neck	0	0	0	0
4025	napkin	cloth	0	0	0	0
4026	napless	skin	0	0	0	0
4027	narrate (V)	to speak;to know	0	0	0	0
4028	narrow	long;narrow;little;to press	0	0	0	34
4029	narrow passage	road	0	0	0	0
4030	narrow valley	ravine	0	0	0	0
4031	nasty	bad	0	0	0	0
4032	nasty (of fish smell )	taste	0	0	0	0
4033	nat	devil	0	0	0	0
4034	nation	foreign	0	0	0	0
4035	nature	shape	0	0	0	0
4036	naughty	thief	0	0	0	0
4037	nauseate (V)	to tire;weak	0	0	0	0
4038	navel	belly;middle;hole	0	0	0	0
4039	near	near;shore;to reach;below;middle;side;face;to touch	0	0	0	197
4040	nearly	particle	0	0	0	0
4041	nearness	near	0	0	0	0
4042	neat	good	0	0	0	0
4043	neatly	good	0	0	0	0
4044	necessary	able;to endure	0	0	0	0
4045	necessity	to know;to endure	0	0	0	0
4046	neck	back;neck;throat;hand;breast;head	0	0	0	87
4047	neck (of pot)	handle	0	0	0	0
4048	necklace	neck	0	0	0	0
4049	nectar	beer;wax	0	0	0	0
4050	need	to know;to endure	0	0	0	0
4051	needle	needle;finger-nail;sharp;thorn	0	0	0	0
4052	needle of a conifer	tree;grain	0	0	0	0
4053	neglect (V)	anger	0	0	0	0
4054	negligent	free;slow;good	0	0	0	0
4055	neigh (V)	noise	0	0	0	0
4056	neighbour	relative;similar;to meet	0	0	0	0
4057	nephew	relative;child	0	0	0	0
4058	nerve	sinew	0	0	0	0
4059	nervous	to fear;anger	0	0	0	0
4060	nest	house;egg;hole;chair;place	0	0	0	0
4061	nestling	child	0	0	0	0
4062	net	cloth;net;obstacle;vessel;to filter;trap	0	0	0	0
4063	net (V)	to bind;net	0	0	0	0
4064	net-like	to tear	0	0	0	0
4065	nether	below	0	0	0	0
4066	nettle	grass	0	0	0	0
4067	network	obstacle	0	0	0	0
4068	new	new;to be;time	0	0	0	183
4069	new-born	new	0	0	0	0
4070	newly	new	0	0	0	0
4071	news	to speak;to know	0	0	0	0
4072	next	to follow	0	0	0	0
4073	next day	time	0	0	0	0
4074	next year	time	0	0	0	0
4075	nibble (V)	to eat;to swallow	0	0	0	0
4076	nice	beautiful;good	0	0	0	0
4077	nice (of fish smell)	taste	0	0	0	0
4078	niche	hole	0	0	0	0
4079	nick	to cut	0	0	0	0
4080	nickname	to curse	0	0	0	0
4081	niggle (V)	to curse	0	0	0	0
4082	night	sky;time;night;black;shadow	0	0	0	177
4083	nightingale	bird	0	0	0	0
4084	nimble	quick	0	0	0	0
4085	nine	nine	0	0	0	0
4086	nip (V)	to close;to pinch	0	0	0	0
4087	nip off (V)	to pinch	0	0	0	0
4088	nipple	breast;to drink;wart	0	0	0	0
4089	nit	nit;louse;insect;egg	0	0	0	0
4090	no	to destroy	0	0	0	0
4091	noble	god;high;to praise	0	0	0	0
4092	noise	noise;to curse	0	0	0	0
4093	noisy	noise;to play	0	0	0	0
4094	nominate (V)	to speak	0	0	0	0
4095	nonsense	to play	0	0	0	0
4096	noodles	grain	0	0	0	0
4097	nook	to bend	0	0	0	0
4098	noon	time;middle;sky	0	0	0	0
4099	noose	circle;rope;obstacle	0	0	0	0
4100	noose (V)	rope	0	0	0	0
4101	north	back;below;end;snow;behind;left	0	0	0	0
4102	north side	shadow	0	0	0	0
4103	nose	mucus;nose;to smell;horn;cheek	0	0	0	75
4104	nostril	nose	0	0	0	0
4105	not	particle;to destroy;one	0	0	0	16
4106	not bent	straight	0	0	0	0
4107	not close	wide	0	0	0	0
4108	not crooked	straight	0	0	0	0
4109	not cry	good	0	0	0	0
4110	not difficult	good	0	0	0	0
4111	not do	bad	0	0	0	0
4112	not exist	to destroy	0	0	0	0
4113	not firm	soft	0	0	0	0
4114	not flexible	hard	0	0	0	0
4115	not good	bad	0	0	0	0
4116	not have	particle	0	0	0	0
4117	not hollow	hard	0	0	0	0
4118	not liquid	dense	0	0	0	0
4119	not loud	slow	0	0	0	0
4120	not plentiful	little	0	0	0	0
4121	not sink	to flow	0	0	0	0
4122	not spherical	wide	0	0	0	0
4123	not straight	to bend	0	0	0	0
4124	not tall	low	0	0	0	0
4125	not thick	thin;to flow	0	0	0	0
4126	not thin	thick	0	0	0	0
4127	not tight	free	0	0	0	0
4128	not transparent	dirt	0	0	0	0
4129	notch	to cut;sign;sharp	0	0	0	0
4130	notch (V)	to cut	0	0	0	0
4131	notched	to cut	0	0	0	0
4132	note down (V)	sign	0	0	0	0
4133	nothing	particle	0	0	0	0
4134	notice	to speak	0	0	0	0
4135	notice (V)	to speak;to know;sign	0	0	0	0
4136	notion	to know	0	0	0	0
4137	nourish (V)	sick;to guard;ripe	0	0	0	0
4138	novice	new	0	0	0	0
4139	now	time	0	0	0	0
4140	nowadays	time	0	0	0	0
4141	noxious influences	devil	0	0	0	0
4142	nude	naked	0	0	0	0
4143	numb	blunt;dense;sick;bad;to shake;grief	0	0	0	0
4144	number	good;together;shape;to know	0	0	0	0
4145	number (V)	to count	0	0	0	0
4146	numerous	big;forest;many;to put	0	0	0	0
4147	nurse (V)	to love	0	0	0	0
4148	nurse up (V)	to learn	0	0	0	0
4149	nut	nut;tree;vegetable;brain;stone	0	0	0	0
4150	nutritive	wet	0	0	0	0
4151	nutshell	hole	0	0	0	0
4152	nutwood	grass	0	0	0	0
4153	oak	tree	0	0	0	0
4154	oak-tree	tree	0	0	0	0
4155	oar	spoon;boat;stick;vessel;to mix	0	0	0	0
4156	oath	anger;to curse;to meet	0	0	0	0
4157	oats	grain;vegetable	0	0	0	0
4158	obedient	shame	0	0	0	0
4159	obey (V)	slave;to endure;to follow	0	0	0	0
4160	object to (V)	grief	0	0	0	0
4161	objection	to endure	0	0	0	0
4162	obliged	able	0	0	0	0
4163	oblique	side;ravine;slippery;to bend	0	0	0	0
4164	obliquely	to bend	0	0	0	0
4165	oblong	long	0	0	0	0
4166	obscure	dark	0	0	0	0
4167	obscure (V)	shadow	0	0	0	0
4168	obscurity	dark	0	0	0	0
4169	observe (V)	to know;to see;to guard;to think	0	0	0	0
4170	obstacle	fence;obstacle	0	0	0	0
4171	obstinate	hard;to make;bad;to want	0	0	0	0
4172	obstruct (V)	fence;obstacle;hole;to take;to close;bad;to cover	0	0	0	0
4173	obstruction	obstacle	0	0	0	0
4174	obtain (V)	to take;to be;to give;to see	0	0	0	0
4175	occasion	time	0	0	0	0
4176	occiput	back	0	0	0	0
4177	occupation	to work	0	0	0	0
4178	occupy (V)	to take	0	0	0	0
4179	occur (V)	time;to follow	0	0	0	0
4180	ocean	water	0	0	0	0
4181	octopus	shellfish	0	0	0	0
4182	odd	one	0	0	0	0
4183	odor	to smell;dirt	0	0	0	0
4184	odorous	to rot;to smell	0	0	0	0
4185	odour	to smell;smoke	0	0	0	0
4186	oedema	sick	0	0	0	0
4187	offence	to curse	0	0	0	0
4188	offend (V)	grief;to curse;shame	0	0	0	0
4189	offensive	bad	0	0	0	0
4190	offer (V)	to give;to carry;debt	0	0	0	0
4191	offer a sacrifice (V)	sacrifice	0	0	0	0
4192	offering	sacrifice;to give;to love	0	0	0	0
4193	office	house;to make;person	0	0	0	0
4194	officer	head;person	0	0	0	0
4195	official	person;slave	0	0	0	0
4196	offshoot	thorn	0	0	0	0
4197	offspring	child;to follow;wet;grain;root	0	0	0	0
4198	often	time	0	0	0	0
4199	oil	fat	0	0	0	0
4200	oily	fat	0	0	0	0
4201	old	old;to tire;year;relative;front;light;to wait	0	0	0	184
4202	old man	father	0	0	0	0
4203	old times	old	0	0	0	0
4204	omen	luck;good	0	0	0	0
4205	ominous	bad	0	0	0	0
4206	on	to be;middle;top	0	0	0	0
4207	on edge	sick	0	0	0	0
4208	on purpose	grief	0	0	0	0
4209	once more	to follow	0	0	0	0
4210	once upon a time	old	0	0	0	0
4211	one	one;front	0	0	0	22
4212	one after another	together;shape	0	0	0	0
4213	one of a pair	one	0	0	0	0
4214	one time	time	0	0	0	0
4215	one's own	pronoun	0	0	0	0
4216	one-eyed	dark	0	0	0	0
4217	one-footed	lame	0	0	0	0
4218	one-sided	crooked	0	0	0	0
4219	oneself	body;pronoun	0	0	0	0
4220	onion	onion;grass	0	0	0	0
4221	only	to divide	0	0	0	0
4222	onward	pronoun	0	0	0	0
4223	ooze (V)	to flow;to filter	0	0	0	0
4224	open	to divide;valley	0	0	0	0
4225	open (V)	to open;flower;to swell;mouth;to divide;hole	0	0	0	0
4226	opening	hole;to open;to divide	0	0	0	0
4227	opportunity	time	0	0	0	0
4228	oppose (V)	obstacle;to meet	0	0	0	0
4229	opposite	obstacle;to meet;war	0	0	0	0
4230	opposition	obstacle	0	0	0	0
4231	oppress (V)	to curse;to die;bad;grief;to destroy	0	0	0	0
4232	oppressive	strong	0	0	0	0
4233	orach	grass	0	0	0	0
4234	oracular phrase	to speak	0	0	0	0
4235	order	to follow;to speak;shape;thing;to take	0	0	0	0
4236	order (V)	to speak;shape;to send;layer;to follow;to guard;host;to endure	0	0	0	0
4237	ordure	dirt	0	0	0	0
4238	organ 1	music	0	0	0	0
4239	organ 2	body	0	0	0	0
4240	orifice of the vagina	genitals	0	0	0	0
4241	origin	root;old;shape;to live	0	0	0	0
4242	original	true	0	0	0	0
4243	originally	time	0	0	0	0
4244	originate (V)	to bear	0	0	0	0
4245	ornament	fringe;ornament;beautiful;thing;face;spot;face	0	0	0	0
4246	ornament (V)	beautiful	0	0	0	0
4247	ornamentation	spot	0	0	0	0
4248	orphan	one;relative;slave	0	0	0	0
4249	other	pronoun;to follow;to pass;two;to divide;to meet;side;foreign	0	0	0	21
4250	other side	pronoun	0	0	0	0
4251	otter	marten	0	0	0	0
4252	our	pronoun	0	0	0	0
4253	out of the way	bad	0	0	0	0
4254	outer	skin;side	0	0	0	0
4255	outer skin	skin	0	0	0	0
4256	outerwear	clothes	0	0	0	0
4257	outlet	water	0	0	0	0
4258	outlook	skin;face	0	0	0	0
4259	outside	face;side	0	0	0	0
4260	outstrip (V)	to drive	0	0	0	0
4261	oval	long;circle	0	0	0	0
4262	over	top	0	0	0	0
4263	over again	to follow	0	0	0	0
4264	over-fatigued	to tire	0	0	0	0
4265	over-worked	to tire	0	0	0	0
4266	overbearing	strong	0	0	0	0
4267	overboiled	to wither;to rot	0	0	0	0
4268	overcast	shadow	0	0	0	0
4269	overcoat	to cover	0	0	0	0
4270	overcome (V)	to win;hunt;anger;to want	0	0	0	0
4271	overfall	to flow	0	0	0	0
4272	overflow (V)	to flow;full;to swim;shallow;foam;many;to filter	0	0	0	0
4273	overflown river	to flow	0	0	0	0
4274	overlay	to twist	0	0	0	0
4275	overplus	many	0	0	0	0
4276	overpower (V)	end	0	0	0	0
4277	overripe	dry;to wither;to rot	0	0	0	0
4278	oversew (V)	to sew	0	0	0	0
4279	overspread (V)	to cover	0	0	0	0
4280	overthrow (V)	to roll	0	0	0	0
4281	overwhelm (V)	to endure	0	0	0	0
4282	overwhelmed	to fear;to sink	0	0	0	0
4283	owl	bird	0	0	0	0
4284	own	pronoun	0	0	0	0
4285	owner	relative	0	0	0	0
4286	ox	cow;elephant	0	0	0	0
4287	oyster	shellfish;skin	0	0	0	0
4288	pace	to dance;to go	0	0	0	0
4289	pacify (V)	luck;good;to think	0	0	0	0
4290	pack	saddle;to carry;thing	0	0	0	0
4291	pack (V)	to put	0	0	0	0
4292	pack up (V)	to put	0	0	0	0
4293	pack-saddle	chair	0	0	0	0
4294	packet	together	0	0	0	0
4295	pad	below	0	0	0	0
4296	paddle	flat;stick	0	0	0	0
4297	paddle (V)	to beat	0	0	0	0
4298	paddy	grain;to grow	0	0	0	0
4299	page	skin	0	0	0	0
4300	pagoda	house	0	0	0	0
4301	pail	vessel	0	0	0	0
4302	pain	bitter;sick;weak	0	0	0	0
4303	painful sensation	sick	0	0	0	0
4304	pains	to work	0	0	0	0
4305	paint (V)	to paint;to write;liquid;red;to smear;to rub	0	0	0	0
4306	painting	to write	0	0	0	0
4307	pair	together;one;two	0	0	0	0
4308	palace	person;house	0	0	0	0
4309	palate	throat;neck	0	0	0	0
4310	pale	red;white	0	0	0	0
4311	palisade	obstacle	0	0	0	0
4312	palm	hand;below	0	0	0	0
4313	palm (V)	rough	0	0	0	0
4314	palm of hand	hand;flat	0	0	0	0
4315	pamper (V)	shame	0	0	0	0
4316	pan	vessel;metal	0	0	0	0
4317	pang	sick	0	0	0	0
4318	panic	to fear	0	0	0	0
4319	panicle	grass;wet	0	0	0	0
4320	pant (V)	noise;sick;to bind	0	0	0	0
4321	pant for (V)	to want	0	0	0	0
4322	panther	wolf	0	0	0	0
4323	pantry	house	0	0	0	0
4324	pap	to eat	0	0	0	0
4325	paper	shape;leaf;grass;skin	0	0	0	0
4326	parade	to dance	0	0	0	0
4327	paralysed	hard	0	0	0	0
4328	paralysis	sick	0	0	0	0
4329	parasite	worm;shellfish	0	0	0	0
4330	parch (V)	to burn;to roast	0	0	0	0
4331	pare (V)	wound	0	0	0	0
4332	parent	relative	0	0	0	0
4333	parrot	bird	0	0	0	0
4334	part	to cut;to divide;body;together	0	0	0	0
4335	part (V)	to divide;fork	0	0	0	0
4336	part from (V)	edge;to divide	0	0	0	0
4337	parted	fork	0	0	0	0
4338	particle	grain;particle	0	0	0	0
4339	particle by verbalizing	time	0	0	0	0
4340	partition	obstacle;to stay	0	0	0	0
4341	partnership	to help	0	0	0	0
4342	partridge	bird	0	0	0	0
4343	pass	road;shore;hole	0	0	0	0
4344	pass (V)	to follow;to go;road;to pass;to move;to flow	0	0	0	0
4345	pass along (V)	to follow	0	0	0	0
4346	pass close to (V)	to touch	0	0	0	0
4347	pass off (V)	to sleep	0	0	0	0
4348	pass over (V)	to pass;to go	0	0	0	0
4349	pass over to (V)	to pass	0	0	0	0
4350	pass through (V)	to pass;to move;to pierce;to sew	0	0	0	0
4351	passable	able	0	0	0	0
4352	passage	house	0	0	0	0
4353	passion	to want	0	0	0	0
4354	passionate	strong	0	0	0	0
4355	past	old;time	0	0	0	0
4356	past time	old	0	0	0	0
4357	paste (V)	to swell;dirt;wet;to adhere	0	0	0	0
4358	pasture	field;meadow;place;to eat	0	0	0	0
4359	pasture-grounds	meadow	0	0	0	0
4360	patch	hair;spot	0	0	0	0
4361	patch (V)	to make;to roll	0	0	0	0
4362	patella	skin	0	0	0	0
4363	paternal aunt	relative	0	0	0	0
4364	paternal aunt's daughter	relative	0	0	0	0
4365	paternal female relation	relative	0	0	0	0
4366	paternal uncle	father	0	0	0	0
4367	path	road;sign;obstacle	0	0	0	0
4368	patient	sick;to stand	0	0	0	0
4369	patina	dirt	0	0	0	0
4370	patrol	to see	0	0	0	0
4371	pattern	ornament;similar;shape;sign;face;to follow	0	0	0	0
4372	pause	luck	0	0	0	0
4373	paw	hand;foot;below	0	0	0	0
4374	pawn	debt	0	0	0	0
4375	pay (V)	debt;to count;to move;to give;to take	0	0	0	0
4376	pay attention to (V)	to see	0	0	0	0
4377	pay back (V)	debt	0	0	0	0
4378	pay court (V)	to praise	0	0	0	0
4379	pay court to (V)	to guard	0	0	0	0
4380	payment	debt	0	0	0	0
4381	pea	vegetable	0	0	0	0
4382	peace	luck;to think;light;to wait	0	0	0	0
4383	peaceful	luck;good;to tire;light;to wait	0	0	0	0
4384	peach	grain;grass;nut;fruit	0	0	0	0
4385	peacock	bird;feather	0	0	0	0
4386	peak	mountain;top;end;high	0	0	0	0
4387	peaked	high	0	0	0	0
4388	pear	fruit	0	0	0	0
4389	pearl	circle;ornament;debt	0	0	0	0
4390	pebble	sand;shallow;earth	0	0	0	0
4391	peck (V)	to beat;to bite;to break;to cut	0	0	0	0
4392	pectoral	circle	0	0	0	0
4393	peculiarity	shape	0	0	0	0
4394	pedal	stick	0	0	0	0
4395	peddle (V)	to curse	0	0	0	0
4396	pedestal	chair	0	0	0	0
4397	peel	skin	0	0	0	0
4398	peel (V)	to cut;skin;to scrape;clean;to rub	0	0	0	0
4399	peel off (V)	flat;free;skin;to cut;to wither	0	0	0	0
4400	peeled grain	dust	0	0	0	0
4401	peep (V)	to deceive	0	0	0	0
4402	peer (V)	to know	0	0	0	0
4403	peg	stick;finger-nail;finger;obstacle;thorn;root;sharp	0	0	0	0
4404	pelican	bird	0	0	0	0
4405	pellet	bow;to throw;circle	0	0	0	0
4406	pellicle	skin	0	0	0	0
4407	pelt	skin	0	0	0	0
4408	pen	house;obstacle;fence	0	0	0	0
4409	penalty	to curse	0	0	0	0
4410	pendant	cloth;fringe;ornament	0	0	0	0
4411	pendulous	to hang	0	0	0	0
4412	penetrate (V)	knife;bow;to hide;to pierce	0	0	0	0
4413	penis	genitals;person;urine;edge;thorn	0	0	0	0
4414	pensile	drop	0	0	0	0
4415	penthouse	house	0	0	0	0
4416	people	person	0	0	0	0
4417	pepper	bitter	0	0	0	0
4418	peppery	bitter	0	0	0	0
4419	perceive (V)	to know	0	0	0	0
4420	perch (V)	to be	0	0	0	0
4421	perch 1	fish	0	0	0	0
4422	perch 2	house	0	0	0	0
4423	percolate (V)	to flow	0	0	0	0
4424	perfect	together	0	0	0	0
4425	perfectly	beautiful	0	0	0	0
4426	perforate (V)	to pierce;knife	0	0	0	0
4427	perform (V)	to make	0	0	0	0
4428	perfume	to smell	0	0	0	0
4429	period	time;year	0	0	0	0
4430	periphery	side	0	0	0	0
4431	perish (V)	to die;bad;old	0	0	0	0
4432	permission	to want	0	0	0	0
4433	permit (V)	to give;to speak	0	0	0	0
4434	perplex (V)	to play;to deceive	0	0	0	0
4435	perplexed	silly;grief	0	0	0	0
4436	persimmon	fruit	0	0	0	0
4437	person	person;thing;body;child;to live	0	0	0	38
4438	person belonging to the village	group	0	0	0	0
4439	personal	relative	0	0	0	0
4440	perspicacious	to think;to know	0	0	0	0
4441	perspiration	sweat;mucus	0	0	0	0
4442	perspire (V)	dirt	0	0	0	0
4443	persuade (V)	to want	0	0	0	0
4444	pervade (V)	to paint	0	0	0	0
4445	pester (V)	grief	0	0	0	0
4446	pestilence	sick	0	0	0	0
4447	pestle	to beat;stick	0	0	0	0
4448	petal	leaf	0	0	0	0
4449	petiole	handle	0	0	0	0
4450	petition	to speak	0	0	0	0
4451	petticoat	cloth	0	0	0	0
4452	pewter	metal	0	0	0	0
4453	phalanx	insect	0	0	0	0
4454	phallus	genitals	0	0	0	0
4455	phantom	devil	0	0	0	0
4456	pheasant	bird	0	0	0	0
4457	phlegm	dirt;mucus;to rot	0	0	0	0
4458	phoenix	bird	0	0	0	0
4459	physical body	body	0	0	0	0
4460	pick (V)	to take;to pinch;to bite;to go;to scrape;to cut;to break	0	0	0	0
4461	pick out (V)	knife;to take;to bite;to pull	0	0	0	0
4462	pick up (V)	to take	0	0	0	0
4463	pick-axe	to cut	0	0	0	0
4464	pickaxe	knife	0	0	0	0
4465	pickle (V)	thick;to rot;sour	0	0	0	0
4466	picture	god;to write;shape;face	0	0	0	0
4467	piebald	variegated;red	0	0	0	0
4468	piece	to break;to cut;to divide	0	0	0	0
4469	piece down (V)	to sew	0	0	0	0
4470	pier	bridge;stick;to prop;stone	0	0	0	0
4471	pierce (V)	thorn;to pierce;knife;to grow;bow;to cut;to sew;sharp	0	0	0	0
4472	pierce through (V)	to pierce	0	0	0	0
4473	piety	shame	0	0	0	0
4474	pig	pig;deer	0	0	0	0
4475	pigeon	bird	0	0	0	0
4476	pigment	liquid	0	0	0	0
4477	pigweed	grass	0	0	0	0
4478	pike 1	to pierce	0	0	0	0
4479	pike 2	fish	0	0	0	0
4480	pile 1	high;to make;to put;mountain	0	0	0	0
4481	pile 2	hair	0	0	0	0
4482	pile (V)	high;to make;to put;mountain	0	0	0	0
4483	pile in (V)	full	0	0	0	0
4484	pile up (V)	to put;layer;mountain;many	0	0	0	0
4485	pillage	thief	0	0	0	0
4486	pillage (V)	thief	0	0	0	0
4487	pillar	stick;ornament;mountain	0	0	0	0
4488	pillow	chair;stick;back;sack	0	0	0	0
4489	pimple	wart;wound;spot;breast	0	0	0	0
4490	pin down (V)	to press	0	0	0	0
4491	pincers	to pinch	0	0	0	0
4492	pinch	to pinch;to take	0	0	0	0
4493	pinch (V)	to pinch;to take;to break	0	0	0	0
4494	pinchful	to pinch	0	0	0	0
4495	pine	tree	0	0	0	0
4496	pine away (V)	hunger;to die	0	0	0	0
4497	pine-tree	tree	0	0	0	0
4498	pine-wood	tree	0	0	0	0
4499	pinion	to fly;hand;wing;feather;to bend	0	0	0	0
4500	pink	dark;red	0	0	0	0
4501	pinnacle	high	0	0	0	0
4502	pint	measure	0	0	0	0
4503	pipe	vessel;hole;sinew	0	0	0	0
4504	pistil	hair	0	0	0	0
4505	pit	empty;hole;grave;obstacle	0	0	0	0
4506	pitch	to burn;to adhere	0	0	0	0
4507	pitcher	vessel	0	0	0	0
4508	pitchfork	fork	0	0	0	0
4509	pitfall	hole	0	0	0	0
4510	pith	breast	0	0	0	0
4511	pity	to love;good;sick;grief	0	0	0	0
4512	pity (V)	to love;to give;grief;to cry	0	0	0	0
4513	pivot	obstacle	0	0	0	0
4514	place	door;to put;place;pronoun;earth;edge;village	0	0	0	0
4515	place (V)	to put;to press	0	0	0	0
4516	place in (V)	to put	0	0	0	0
