CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	ENGLISH_VALENCE_MEAN_MALE	ENGLISH_VALENCE_MEAN_FEMALE	ENGLISH_AROUSAL_MEAN_MALE	ENGLISH_AROUSAL_MEAN_FEMALE	ENGLISH_DOMINANCE_MEAN_MALE	ENGLISH_DOMINANCE_MEAN_FEMALE	ENGLISH_VALENCE_MEAN_YOUNG	ENGLISH_VALENCE_MEAN_OLD	ENGLISH_AROUSAL_MEAN_YOUNG	ENGLISH_AROUSAL_MEAN_OLD	ENGLISH_DOMINANCE_MEAN_YOUNG	ENGLISH_DOMINANCE_MEAN_OLD	ENGLISH_VALENCE_MEAN_HIGH	ENGLISH_VALENCE_MEAN_LOW	ENGLISH_AROUSAL_MEAN_HIGH	ENGLISH_AROUSAL_MEAN_LOW	ENGLISH_DOMINANCE_MEAN_HIGH	ENGLISH_DOMINANCE_MEAN_LOW	LINE_IN_SOURCE
2428	LIBRARY	library	6.33	2.52	6.35	4.33	6.73	2.83	2.4	6.5	6.29	6.6	6	2.14	2.71	6.7	6	7.4	5	3	1.89	6.58	6	7064
2429	LOGIC	logic	6.58	3.67	6.7	6.8	6.38	4.67	3.27	6.4	6.92	6.43	6.55	4	3.5	6.36	7	6.29	6.75	3.6	3.73	6.89	6.57	7201
243	FRESH	fresh	6.67	2.35	6.28	5.62	7.5	1.86	2.62	6.09	6.57	6	7.71	2.11	2.55	6.36	6.14	7.33	6.33	2.25	2.42	6.11	6.44	4947
2430	OFFICE	office	4.54	3.05	5.16	4.92	4.36	3.33	2.7	5.17	5.15	4.05	5.05	3.67	2.62	5.12	5.21	4.39	4.65	3	3.11	4.95	5.32	8392
2431	REVOLUTION	revolution	4.81	5.68	5.23	5.18	4.4	5.2	6.08	6.09	4.64	5.4	4.27	5.5	5.83	6.12	3.5	4.62	4.92	5.12	6	4.78	5.47	10355
2432	MARRIAGE	marriage	7.56	4.95	5.33	7	8	5.57	4.64	4.91	6	7.55	7.57	3.56	6	5.82	4.57	7.5	7.58	6.67	3.67	4.56	6.11	7470
2433	THEORY	theory	5.65	4.41	5.76	6.14	5.44	5.2	3.75	5.2	6.13	6.55	4.83	5.28	3.26	4.57	6.22	5.78	5.57	4.87	4.17	6.12	5.11	12478
2434	TRAGEDY	tragedy	2.11	6.8	3.02	4	1.75	7	6.69	2.72	3.23	2	2.22	7.27	6.22	3.8	2	1.73	2.62	5	8	2.74	3.24	12710
2435	UNIVERSITY	university	6.95	4.24	5.7	7.2	6.7	4.75	3.92	5.71	5.68	7.11	6.82	5	3	5.5	6.09	7.2	6.7	5.71	3.5	6.31	5.12	13125
2440	PINEAPPLE	pineapple	6.9	4.41	5.65	7.22	6.67	3.33	4.73	5.67	5.64	6.33	7.33	5.2	4.18	5.78	5.55	6.67	7.08	4.15	4.78	5.33	5.91	9060
2445	PAPAYA	papaya	6.43	4.4	5.58	5.78	6.92	5	4.17	5.43	5.67	6.19	7.2	4.5	4.2	5.89	5.3	6.67	6.25	3.78	4.75	6.12	5.18	8689
2446	SLOTH	sloth	4.05	2.9	4	3.86	4.15	3	2.82	5.67	3.38	3.2	4.89	2.88	2.92	4.47	3	4.11	4	2.75	3	3.82	4.18	11326
2447	WOODPECKER	woodpecker	5.76	4.48	5.36	6.5	5.31	4.69	4.25	5.15	5.67	6	6	5.43	3.27	5.5	5.2	6.09	5.4	5.75	3.88	5.58	5.1	13800
2449	FAT (OF MEAT AND FOOD)	fatty	2.38	3.35	3.5	2.83	2.2	3.88	3	3.58	3.4	2.33	2.42	3.33	3.36	4	3.27	1.91	2.9	3	3.54	3.5	3.5	4510
245	BROOM	broom	5.5	3.33	5.76	5.9	5.1	2.88	3.62	6.14	5.47	5.22	5.73	3.54	3	5.43	6.33	5.3	5.7	4.29	2.86	5.82	5.69	1523
2451	FOURTEEN	fourteen	5.42	3.62	5.32	6	5.31	4.62	3	5.11	5.46	5.78	5.1	3.33	3.83	5.87	4.14	5.42	5.43	3.18	4.1	4.4	6.08	4901
2452	PURPLE	purple	5.6	4.05	5.85	5	5.92	3.3	4.67	6.07	5.91	5	6.33	4	4.08	6.06	5.89	5.14	5.85	4.67	3.81	6.27	5.33	9707
2453	SEVENTEEN	seventeen	5.9	3.38	4.56	6.75	5.69	2.5	3.59	5.44	4.06	5.75	6	3.4	3.36	4.71	4.36	5.22	6.45	3.18	3.6	3.29	5.06	10968
2454	SIXTEEN	sixteen	6.3	4.2	4.36	6.43	6.23	4	4.36	4	4.5	5.8	6.78	4.12	4.25	4.2	4.71	5.67	6.82	3.38	4.75	4.18	4.55	11225
2457	PATH OR ROAD	way	5.91	2.9	4.83	6	5.93	3.43	2.64	4.67	5.38	6.29	5.29	3.22	2.67	4.9	4.75	5.88	5.93	3.13	2.33	4.75	4.9	13601
2459	GRINDSTONE	grindstone	4.14	4.7	5.42	4.75	3.69	5.88	4.07	5.71	5.09	3.88	4.23	4.78	4.64	4.57	5.92	3.64	4.64	5.43	3.56	6.33	5.25	5407
246	THRUST	thrust	5.75	5.29	6.11	6.12	5.5	4.56	5.73	6.29	5.93	5.22	6.18	6.08	4.5	5.79	6.43	5.6	5.9	5	5.58	5.56	6.83	12534
2460	DINGO	dingo	5.65	4.25	4.8	5	5.76	3.57	4.62	5.5	4.47	5.71	5.62	3	4.92	4.64	5	6.09	5.11	3.7	4.8	5.71	4.44	3479
2465	DISGUST	disgust	3.32	5	4.84	3.44	3.2	5.71	4.8	5.1	4.56	4	2.7	5.4	4.83	4.5	5.3	2.43	3.83	5	5	5.91	3.38	3569
2466	WEIGHT	weight	3.91	4.05	5.95	5	2.33	3.14	4.54	6.71	5.5	4.58	3.1	3.44	4.55	6.8	5	3.8	4	4	4.14	6.08	5.71	13637
2467	GAME	game	6.79	5.05	5.84	6.33	6.88	4.71	5.21	5.92	5.75	6.8	6.78	5.5	4.64	5.52	6.07	6.82	6.75	4	5.69	6.19	5.46	5069
2468	BAG	bag	5.05	3.43	5.62	4.67	5.2	2.86	3.71	5.88	5.38	4.93	5.29	3.89	3.08	6	5.14	5.25	4.93	3.07	4.33	5.14	6	838
2471	LADY	lady	6.91	4.05	5.87	7.33	6.73	4.86	3.64	5.57	6.12	6.86	7	3.22	4.67	6.25	5.43	6.62	7.07	4.13	3.83	5	6.62	6891
2477	YAK	yak	4.32	3.84	4.62	4.8	4.38	4.25	3.55	4.9	4.36	4.67	3.9	3.9	3.78	4	5.44	4.45	4.18	3.55	4.25	4.42	4.89	13864
248	HAPPEN	happen	5.5	3.43	5.53	4.83	5.8	2.14	4.07	6	5	5.43	5.71	3.56	3.33	6.56	4.38	6.12	5.14	3.33	3.67	4.5	6.44	5594
2483	COLD (OF WEATHER)	cool	6.82	3.43	6.44	7	6.73	2.57	3.86	6.78	6.12	6.57	7.29	2.89	3.83	6.9	5.88	7.12	6.64	3.4	3.5	5.62	7.1	2707
2486	HIDE	hide	4.9	3.52	4.85	4.92	4.89	4.24	3.15	5.39	4.53	4.88	4.91	4.1	3.04	4.97	4.6	4.67	5.09	3.06	3.79	4.86	4.85	5779
249	FOG	mist	6.47	3.05	4.7	6.62	6.17	4	2.73	4	5.27	6.89	6.1	3.57	2.77	5.56	4	6.5	6.44	2.8	3.3	4.85	4.43	7782
2493	BOIL	boil	4.48	5.42	5.4	4.75	4.38	6.38	4.73	4.89	5.82	4.18	4.8	5.8	5	5.18	5.67	4.9	4.09	6.18	4.38	5.64	5.11	1312
2498	OPIUM	opium	3.42	3.65	4.68	4	2.9	2.71	4.2	4.6	4.78	3.67	3.2	3.8	3.67	4.25	5.1	3.86	3.17	3.33	3.7	5.27	3.88	8442
25	DIRT	filth	2.62	4.09	4.07	2.85	2.5	3.3	4.28	3.88	4.25	2.45	2.82	4.33	3.96	4.8	2.74	2.79	2.44	4.42	3.68	4.04	4.11	4622
2500	GINGER	ginger	5.79	4.43	5.47	6.22	5.4	4.86	4.2	5.4	5.56	4.67	6.8	5.5	3.5	5	5.8	6.43	5.42	4.33	4.45	5.91	4.88	5189
2501	RICE HUSK	husk	5	3.14	5.56	4.33	5.12	2.29	3.62	6.25	5.24	4.71	5.15	3.43	3	5.5	5.64	5	5	3.1	3.18	6	5.39	6022
2503	LAUNDER (WASH CLOTHES)	launder	5.15	3.57	5.36	4	5.35	4.71	3	5.62	5.24	5	5.23	4.43	3.15	5.43	5.27	5.09	5.22	3.2	3.91	5.57	5.28	6954
2504	DIFFERENT	different	5.91	3.95	6.47	6	5.8	2.86	4.5	6.44	6.5	5.57	6.43	3.89	4	7.44	5.38	6.62	5.5	3.8	4.33	6.12	6.78	3448
2505	BEDROOM	bedroom	7	4.9	6.84	6.69	7.5	4.86	4.92	6.57	7	7.67	6.11	4.33	5.36	6.3	7.44	6.78	7.17	4	6.57	6.83	6.86	1018
2506	LOOSE	slack	3.85	3.22	5.08	4.2	3.73	2.8	3.38	4.85	5.36	4.4	3.3	3.71	2.91	4.69	5.88	4.83	3.43	3.17	3.25	4.33	5.53	11269
2507	DISGUSTING	disgusting	2.27	6.15	4.79	2.69	1.67	5.86	6.31	5	4.67	2.08	2.5	5.89	6.36	5.2	4.33	2.8	1.83	5.69	7	4.5	5.29	3571
2509	EXCHANGE	swap	5.24	3.7	5.12	5.27	5.2	3.36	4	4.45	5.64	5.1	5.36	4.18	3.25	4.94	5.5	4.88	5.46	3.5	3.8	4.89	5.24	12169
251	SHARPEN (SOMETHING)	sharpen	5.67	4.74	5.67	6.2	5.46	5.7	3.67	5.67	5.67	5.86	5.55	4.88	4.64	5.68	5.6	5.89	5.44	5	4.5	6.83	5.28	11013
2510	PORCUPINE	porcupine	6.38	4.95	4.89	6.25	6.46	4.4	5.13	3.73	5.4	6.15	6.75	5.17	4.62	5.3	4.38	6.2	6.55	4.11	5.64	5.36	4.59	9256
2512	CHICK	chick	5.86	4.04	5.32	5.89	5.83	4.17	3.89	5	5.5	5.62	6.6	4	3.9	5.22	5.4	5.44	6.17	3.33	4.44	5.62	5.09	2025
2514	SPOUSE	spouse	7.44	5.76	4.73	7.64	7.45	5.5	5.92	4.7	4.75	7.71	7.18	6	5.58	5	4.45	7.5	7.38	6	5.38	4.36	5.09	11653
2517	CROWDED	crowded	3.2	3.95	3.45	3.43	3.08	3.33	4.45	3.33	3.5	3	3.22	3.88	4	3.93	2.43	3	3.36	3.88	4	2.73	4.18	2947
2519	SEEING (VISUAL SENSE)	sight	7.11	3.2	5.94	6.62	7.5	3.86	2.85	5.55	6.57	6.91	7.43	4.22	2.36	6.27	5.43	7	7.17	3	3.33	6.33	5.56	11157
252	FRIGHTEN	frighten	2.95	4.85	2.71	4	2.53	4.12	5.33	3	2.4	3.78	2.33	4.89	4.82	3.83	2.27	2.73	3.2	4.71	4.92	2.33	3	4963
2521	FEELING (HAPTIC SENSE)	feeling	6.5	3.86	6.5	5.88	7	3.29	4.14	5.64	7.86	6.18	7	3.89	3.83	6.73	6.14	7.17	6.17	4.78	3.17	6.56	6.44	4544
2524	JOY	joy	8.21	5.55	7	7.78	8.6	6.58	4.9	6.56	7.22	8.22	8.2	6.21	4.92	6.59	7.46	8.43	8.08	4.06	6.27	7.09	6.94	6722
2526	POWER	power	5.97	5.41	6.17	6.36	5.47	6.1	4.78	5.55	6.69	6.48	5.25	5.27	5.55	6.14	6.2	5.95	6	5.4	5.42	5.4	6.71	9325
2527	ABILITY	ability	7	4.85	6.55	7.2	6.93	5.62	4.33	6.25	6.9	7	7	4.78	4.91	4.71	7.4	7.7	6.3	5.43	4.54	6	7	12
2530	SMART	intelligent	7.6	5.67	6.77	7.2	7.73	4	6.5	6.1	7.33	7.6	7.6	4.7	6.88	6.55	7	7.75	7.5	5.89	5.44	7.27	6.27	6493
2531	BROAD	broad	5.14	3.26	4.23	6.33	4.67	4.5	2.36	4.08	4.4	6.44	4.17	3.44	3.1	3.71	4.47	4.73	5.6	4	2.83	5	3.58	1504
2532	TORNADO	tornado	3.63	7.45	2.87	3.17	3.85	8	7.15	3.73	2.45	3.5	3.78	7.36	7.56	3.21	2.5	3.73	3.5	6.38	8.17	2	3.33	12654
2534	DEPTH	depth	5.8	4.35	5.24	5.91	5.67	4.14	4.46	5.15	5.33	6.45	5	4.64	4	4.82	6.12	5.8	5.8	4.75	4.08	5.89	4.88	3315
2537	LENGTH	length	5.21	3.41	5.67	5.43	5.08	4.3	2.67	5.93	5.45	5	5.44	4	3	6	5.22	4.86	5.42	3.67	3.31	5.6	5.75	7026
2539	PIT (POTHOLE)	pit	3.85	3.5	4.04	4	3.8	4	3.31	3.92	4.18	4.4	3.3	3.71	3.36	4.44	3.25	5.17	3.29	2.5	4	3.44	4.4	9085
2540	LIME (MATERIAL)	lime	6.1	3.83	6.23	6.2	6.07	4.17	3.67	6.2	6.25	6.6	5.6	4.3	3.25	6.27	6.18	6	6.17	4.44	3.22	5.82	6.64	7108
2541	MIRACLE	miracle	7.3	5.52	5.26	7.45	7.11	4.64	6.33	4.79	5.5	6.55	8.22	6.09	5	5.13	5.42	7.1	7.5	4	7.18	5.45	5.09	7750
2542	HERB	herb	6.72	3.26	5.05	6.44	7	2.71	3.6	5.2	4.89	7	6.44	4.4	2.42	4.25	5.4	7	6.55	2.67	3.35	5.09	5	5749
2543	RAVEN	raven	5.11	4.33	5.12	5.64	4.38	4.5	4.29	4.38	5.88	5.75	4.64	4.57	4.18	4.5	5.5	5.67	4.85	4.43	4.27	5.33	4.86	9888
2544	SHEPHERD	shepherd	5.75	3.05	5.72	4.67	5.94	2.29	3.38	5.75	5.71	5.57	5.85	2.71	3.15	5.57	5.91	5.73	5.78	3	3.09	6.14	5.56	11033
2546	BORDER	border	4.68	4.3	4.74	4.62	4.38	5	3.86	4	5.18	4.12	4.69	4.78	4	3.29	5.58	5	4.36	5.14	3	4.33	4.81	1370
2547	CITY	city	6.12	5.08	5.04	5.75	6.38	4.86	5.19	4	5.56	6.25	5.93	5.35	4.87	4.88	5.5	6.16	6.1	5.67	4.42	5.38	4.88	2131
2548	BARREL	barrel	4.92	3.43	4.94	5.08	4.64	4.71	2.79	4.71	5.07	4.71	5.1	3.7	3.18	4.88	5.07	4.81	5	3.92	2.62	4.85	5	932
2549	VEHICLE	vehicle	6	4.68	5.8	6	6	4.5	4.79	6.5	5.5	5.4	6.67	4.6	4.75	5.6	6	5.55	6.62	4.64	4.75	6.25	5.12	13351
255	SERVANT	servant	4	3.77	4.71	4.11	3.92	2.5	4.56	5.33	4.33	4.71	3.64	3.92	3.62	4.67	4.75	4.6	3.45	4.55	3.2	4.64	4.77	10955
2553	MISERY	misery	2.2	4.82	3.8	2.42	2.04	4.4	5	4.17	3.49	2.39	1.95	4.39	5.12	4	3.58	2.24	2.16	5.6	3.89	3.33	4.35	7767
2554	PRINCE (RULER)	prince	5.44	5.15	4.39	4.25	6.4	5	5.23	4.09	4.86	4.64	6.71	5.11	5.18	4.64	4	6.67	4.83	5.5	4.92	4.11	4.67	9452
256	FOOD	pizza	7.89	4.58	5.47	8.33	7.87	5.15	4.09	6.4	4.44	7.5	8.17	5.37	3.96	5.25	5.3	8.14	7.75	3.81	5.04	5.36	5.62	9097
2562	SEX (GENDER)	sex	6.73	7.6	6.17	6.8	6.71	7.83	7.46	6	6.37	6.73	6.73	7.53	7.65	6.59	5.87	6.25	7.3	7.64	7.56	6.52	5.6	10978
2564	PIGLET	piglet	6.13	3.95	5.75	6.38	6	3.8	4.08	6.57	5.31	6.92	5.27	4.18	3.73	5.73	5.8	6.33	5.91	4	3.9	5.8	5.7	9039
2566	GELDING	gelding	4.89	3.59	5.48	4.67	5	4.17	2.9	6.14	5.19	4.5	5.33	3.89	3.38	5.5	5.5	5.09	4.62	3.31	4	4.71	5.81	5126
2569	BUTCHER	butcher	4.4	4.15	5.18	5.86	3.62	4.78	3.64	5.33	5.12	4.5	4.44	3	4.92	4.93	5.71	4.22	4.55	4.62	3.83	4.91	5.45	1645
257	WORSHIP	worship	5.57	3.78	4.65	4.67	6.25	4.73	2.92	4.4	5	3.57	6.69	4.55	3.08	4.29	4.9	5.75	5.46	4.25	3.27	5.5	3.89	13828
2570	BEEF	beef	6.11	4.37	6.32	6.3	5.89	4.86	4.08	6.33	6.31	5.4	6.89	4	4.78	6.31	6.33	5.78	6.4	5.43	3.75	6.8	6	1023
2571	TRY (TEST)	test	4.44	4.3	4.06	4	4.8	4.43	4.23	3.36	5.14	3.91	5.29	4.22	4.36	3.82	4.43	4.83	4.25	5.25	3.67	3.67	4.44	12449
2572	SENSE (PERCEIVE BY SENSES)	sense	6.09	3.7	6.29	6.5	5.93	3.43	3.85	6.11	6.5	6.07	6.14	3.33	4	6.67	5.88	6.25	6	3.64	3.83	5.88	6.67	10918
2573	FEELING (EMOTION)	emotion	6.62	4.75	5	7.67	6.2	5.12	4.5	6.17	3.6	7.11	6.25	5.33	4.27	3.71	5.6	6.36	6.9	3.57	5.38	4.6	5.33	4052
2578	PENCIL	pencil	5.65	3.11	6.03	5.38	5.8	2.4	3.89	5.95	6.1	5.75	5.55	2.29	3.58	6.18	5.91	6.17	5.09	2.9	3.33	5.92	6.19	8866
2579	TOOTHBRUSH	toothbrush	5.58	3.38	6.21	4.5	6.08	3.55	3.2	5.25	6.69	5.9	5.22	3.5	3.31	5.94	7.17	5.27	6	3	4	6.88	5.88	12640
258	CALM	calm	6.89	1.67	7.44	6.12	7.5	2.29	1.36	7.45	7.43	6.64	7.29	1	2.17	8.09	6.43	8	6.33	2	1.42	8.11	6.78	1702
2580	HELICOPTER	helicopter	5.55	6.11	6.17	6.4	5.27	7.2	5.69	5.92	6.45	5.8	5.3	7	5.55	5.44	7.62	5.83	5.43	6	6.17	5.33	6.67	5723
2581	OCTOPUS	octopus	6	5.1	5.76	5.82	6.22	6	4.62	5.92	5.58	6.18	5.78	5.73	4.33	6.06	5.12	5.1	6.9	5.12	5.08	6.11	5.56	8377
2584	BENCH	bench	5.5	3.46	5.81	6	5.33	3.95	3.08	5.59	5.96	6	5	3.79	2.94	5.81	5.81	5.62	5.42	3.93	3.23	5.95	5.71	1068
2587	DARTS	dart	4.76	3.87	5.61	5.56	4.17	4.09	3.67	6.3	4.75	5.43	4.46	4.55	3.25	5.57	5.64	5	4.62	4.25	3.45	6.44	4.78	3091
2588	GLOBE	globe	6.15	3.36	5.4	6.38	6	2	3.87	5.4	5.4	5.88	6.33	3.8	3.24	5	5.73	5.33	6.82	3	3.89	5.89	5	5232
2589	WREATH	wreath	5.81	3.17	6.44	5.78	5.83	3.36	3	6.7	6.12	5.57	5.92	3.55	2.83	7	6.09	5.88	5.77	3.08	3.27	6.33	6.56	13839
2590	HARMONICA	harmonica	6.32	3.2	5.7	7.33	6.27	3.7	2.7	5.7	5.7	5.33	7	4.29	2.62	5.5	5.83	5.86	6.58	2.9	3.5	5.73	5.67	5618
2591	RHINOCEROS	rhino	6.25	4.1	5.17	6	6.29	4.14	4.15	4.75	5.38	6	6.38	3.43	4.54	4.79	5.7	6.64	5.78	4.6	3.64	5	5.24	10371
2595	CACTUS	cactus	5.11	4	5.5	5.09	5.12	5	3.69	4.88	6.12	5.12	5.09	3.86	4.1	6.2	5.18	5.17	5.08	4.86	3.4	5.78	5.14	1675
2596	ESCALATOR	escalator	5.95	4.55	5.31	7	5.31	6.4	3.93	4.55	5.64	6.54	5	4.75	4.25	5.6	4.94	6.6	5.36	4.56	4.55	5.36	5.27	4211
2597	HARP	harp	5.4	3.26	6.29	5.11	5.64	3.45	3.08	4.62	7.31	4.93	6.5	3.44	3.14	6	6.46	5.5	5.3	2.8	3.62	5.78	6.67	5622
26	UNPLEASANT	unpleasant	2.53	4.73	3.54	3.17	2.23	5.18	4.27	3.55	3.53	2.73	2.25	4.73	4.73	3.83	3	1.83	2.85	5.38	4.36	3.67	3.44	13152
2600	PYRAMID	pyramid	5.68	3.48	5.71	5.88	5.55	3.56	3.43	5.36	6.07	5.62	5.73	3.82	3.17	5.79	5.64	5.3	6.11	3.17	3.82	5.56	5.92	9729
2601	UNICORN	unicorn	6.86	5.14	5.14	5.8	7.19	6.55	3.73	4.55	5.44	7	6.67	5.27	4.86	5.91	4.3	5.88	7.46	5	5.17	4.86	5.29	13103
2602	FUNNEL	funnel	5.32	2.95	4.35	5.45	4.57	2.75	3.07	4.57	4.25	5.62	5.09	2.56	3.23	4.45	4.25	5.86	5	3.45	2.45	4.8	4	5021
2603	ACCORDION	accordion	5.26	2.94	5.21	6	5	3.2	2.85	4.31	6.27	5.2	5.33	3.14	2.82	4.62	6.38	6.17	4.85	3	2.92	5.11	5.27	71
2604	NOOSE	noose	2.43	5.38	3.99	3.16	2	5.41	5.36	4.69	3.39	2.52	2.34	5	5.71	4.5	3.25	2.19	2.6	5.5	5.25	3.67	4.31	8242
2605	ASPARAGUS	asparagus	5.43	2.73	5.67	5.1	5.73	2.57	2.8	5.88	5.3	5.09	5.8	3.4	2.53	5.86	5.46	6.5	4.77	3.25	2.1	5.23	6.07	638
2606	COMPASS	compass	5.75	2.85	5.75	6	5.69	4.75	2.38	5.89	5.67	6.5	5.25	3.33	2.45	5.92	5.55	5.44	6	3.64	1.89	5.14	6	2421
2607	TRIPOD	tripod	5.23	4.32	5.14	4.6	5.44	4.62	4.09	5.2	5.09	4.83	5.7	4.4	4.22	4.5	6	5.09	5.36	5.09	3.25	5.33	4.89	12829
2617	BULB	bulb	5.86	3.26	4.82	6.33	5.67	3.38	3.18	4.67	5	6.11	5.67	3.44	3.1	4	5.2	6.09	5.6	4	2.83	5.7	4.08	1572
2618	CAMERA	camera	6.61	3.05	6.39	5.25	7.7	3	3.08	6.27	6.57	6	7.57	3.33	2.82	6.82	5.71	7.17	6.33	3.5	2.75	5.78	7	1707
2619	CARD	card	5.5	2.67	5.06	4.25	6.5	2.57	2.71	4.91	5.29	5	6.29	1.89	3.25	5.82	3.86	6.17	5.17	3.11	2.33	4.44	5.67	1773
2620	CARRIAGE	carriage	6.1	2.52	6	6.22	6	3.17	2.33	4.57	6.83	5.88	6.8	2.14	3.1	5.89	6.1	5.56	6.5	1.78	2.94	5.75	6.18	1803
2621	CURTAIN	curtains	5.44	2.63	5.79	5.3	5.57	2.44	2.8	5.67	5.84	5.45	5.43	3.14	2.33	5.8	5.77	5.44	5.43	2.2	3.11	5.71	5.83	3019
2622	ENGINE	engine	5.48	3.89	5.36	6.56	4.81	4.33	3.67	4.7	5.92	5.9	5.24	4	3.75	5.36	5.36	5.83	5.21	4.56	3.22	5.91	4.82	4113
2623	FLAG	flag	6.1	3.74	5.56	5.89	6.27	3.71	3.87	5.5	5.59	4.71	7	4	3.67	5.5	5.64	5.57	6.38	5.33	3.5	5.43	5.61	4687
2624	FRAME	frame	5.32	4.04	5.78	5.25	5.36	4.67	3.67	5.93	5.62	5	5.6	4.17	3.92	5.31	6.21	5.44	5.2	4.17	3.92	5.69	5.91	4915
2625	MAP	map	5.81	3.95	5.79	6	5.5	5.14	3.31	5.86	5.75	5.25	6.56	4.67	3.36	5.6	6	5.89	5.75	3.15	5.43	6	5.43	7442
2626	NERVE	nerve	4.45	5.27	5.42	5	4	5.6	5.06	6	5.15	4.93	3.33	3.92	6.89	5	5.8	4.3	4.6	6.6	4.17	5.31	5.67	8138
2627	ORANGE (FRUIT)	orange	6.81	4.04	5.58	7	6.67	2.9	4.8	5.89	5.4	6.43	7	5.33	2.85	5.08	6.08	6.7	6.91	4.6	3.67	5	6.08	8466
2628	PLANT STEM	stalk	3.89	5.36	3.61	3	4.31	5.09	5.64	4.45	3.06	4.64	2.88	5	5.73	3.94	3	3.67	4	5.62	5.21	3.83	3.44	11723
2629	TRAY	tray	5.14	3.57	6.05	4.88	5	4.25	3	5.57	6.27	4.5	5.23	4.11	3.21	4.86	6.75	5.45	4.82	4.21	2.56	6	6.06	12776
2630	WHIP	whip	3.6	5.1	4.43	4.33	3.29	6	4.5	4.33	4.56	5	2.45	5	5.18	3.57	4.86	3.09	4.22	5.29	5	4.11	4.67	13676
2631	WIRE	wire	4.86	4.2	6.16	5.08	4.56	4.86	3.85	5.29	6.67	5.25	4.4	4.33	4.09	6.6	5.67	4.5	5.17	4.31	4	5.33	7.57	13757
2638	FISHING	fishing	7.05	3.6	6.33	7.54	6	4.6	3.27	6.85	5.73	6.33	7.7	4.43	3.15	5.73	6.85	7.6	6.44	2.8	4.4	5.8	7.22	4667
2640	LARVA	maggot	2	5.6	3.55	2.29	1.83	5.14	5.85	3.5	3.44	1.95	2.06	6	5.3	3.56	3.54	2.05	1.95	6.24	4.89	2.54	4	7328
2643	INK	ink	5.65	3.73	6.32	5	5.87	4.35	3.33	6.22	6.38	5.8	5.5	4.05	3.43	6.21	6.5	6.25	5.25	4.11	3.44	6.22	6.38	6399
265	FOWL	fowl	4.57	4.05	5.8	4.62	4.53	3.9	4.17	6.86	5.23	4.83	4.27	4	4.09	5.87	5.6	4.58	4.55	3.67	4.5	5.7	5.9	4902
2651	BE IGNORANT	ignorant	3.24	4.18	4.07	3.9	2.64	3.29	4.6	4.18	3.9	3.27	3.2	2.4	4.71	4.14	4	3.25	3.23	4.75	3.5	3.69	4.43	6096
2656	MIDNIGHT	midnight	6.18	4.05	6.26	5.54	7.11	4.14	4	6.29	6.25	6	6.4	4.22	3.91	6.1	6.44	5.9	6.42	2.92	6.14	5.67	7.29	7688
2657	LADLE	ladle	5.11	2.82	5.42	4.5	5.38	3.42	2.1	4.38	5.94	4.9	5.33	3.22	2.54	5.06	6.5	5.27	4.88	2.38	3.44	5.12	5.56	6890
2658	COAL	coal	4.56	2.55	4.88	4.6	4.54	2.91	2.11	4.69	5.22	5.14	4.18	2.11	2.91	4.85	5	4.89	4.22	3.67	1.64	5.33	4.74	2256
2662	TOENAIL	toenail	3.95	3.06	5.96	3.2	4.2	3.2	3	6	5.91	3.8	4.1	4	2.45	6	5.88	4.33	3.79	2	3.58	5.56	6.2	12609
2664	SCAB	scab	3.1	3.15	3.52	3.33	3	3.38	3	3.91	3.1	2.67	3.42	3.44	2.91	3.33	3.6	2.91	3.3	3.57	2.92	3.67	3.42	10694
2665	WART	wart	2.67	2.79	4.5	2.5	2.77	4.33	2.28	5.36	3.44	2.58	2.78	2.8	2.79	4.85	3.86	2.14	2.93	1.88	3.25	4.75	4.33	13568
2666	SOLE (FOOT)	sole	4.9	3.78	5.27	5.09	4.7	4.45	3.17	4.64	5.79	4.6	5.18	4	3.58	5.29	5.25	5	4.85	3.88	3.73	4.78	5.53	11463
2667	TORSO	torso	5.23	3.85	6	5.5	4.75	3.9	4.11	4.83	6.44	5.2	5.25	3.18	4.67	5.31	7	4.9	5.5	4.12	3.67	6.3	5.75	12659
2668	SKELETON	skeleton	4.37	4.55	4.64	5.33	3.92	4.82	4.27	5.09	4.35	4.55	4.12	4	5.09	4.61	4.7	4.5	4.31	5.75	3.86	5.42	4.06	11237
2669	POINT (WITH FINGER)	point	5.45	3.86	6.27	5.83	5.33	3.14	4.21	6.75	5.71	5.43	5.57	3.44	4.17	6.5	6	5.38	5.5	3.67	4.33	6	6.5	9195
268	DRIBBLE	dribble	4.68	3.75	4.67	4.69	4.67	6	3	4.77	4.55	4.89	4.5	5.29	2.92	4.73	4.62	4.1	5.33	3	4.5	4.6	4.78	3806
2680	MACHETE	machete	4.13	6.18	4.7	5.38	3.47	5.9	6.42	5.29	4.38	4.67	3.55	5.82	6.55	5.2	3.2	4.08	4.18	5.08	7.5	4.1	5.3	7311
2685	CARP (FISH)	carp	4.55	4.31	5.83	4.67	4.46	3.1	5.06	6	5.73	4.38	4.64	4.69	3.92	5.83	5.83	5	4.17	5.27	3.6	5	6.54	1796
